"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr7-0343","chr7",46800001,47000000,"chr7-0343",-0.17,-0.076,-0.187,-0.111,-0.022,-0.081,-0.223,-0.097,-0.016
"chr7-0344","chr7",47000001,47100000,"chr7-0344",-0.185,-0.009,-0.031,-0.141,-0.032,-0.155,-0.219,-0.184,-0.081
"chr7-0345","chr7",47100001,47200000,"chr7-0345",-0.206,-0.124,-0.291,-0.191,-0.033,-0.067,-0.193,-0.174,-0.083
"chr7-0346","chr7",47200001,47300000,"chr7-0346",-0.002,0.044,-0.059,-0.028,0.011,-0.04,-0.112,0.068,-0.002
"chr7-0347","chr7",47300001,47400000,"chr7-0347",-0.031,0.006,0.006,-0.086,-0.05,-0.048,-0.014,-0.129,-0.079
"chr7-0348","chr7",47400001,47500000,"chr7-0348",0.03,0.034,-0.043,0.01,0.042,-0.01,0.085,-0.053,0.009
"chr7-0349","chr7",47500001,47600000,"chr7-0349",0.212,0.04,0.005,0.036,0.039,-0.007,0.081,0.02,0.039
"chr7-0350","chr7",47600001,47700000,"chr7-0350",0.15,0.022,0.015,-0.029,0.061,0,0.102,0.041,-0.022
"chr7-0351","chr7",47700001,47800000,"chr7-0351",-0.024,0.026,0.077,-0.087,0.003,0.011,-0.072,-0.073,-0.082
"chr7-0352","chr7",47800001,47900000,"chr7-0352",-0.183,-0.025,-0.203,-0.195,-0.044,-0.067,0.059,-0.25,-0.11
"chr7-0353","chr7",47900001,48000000,"chr7-0353",-0.191,0.021,0.012,-0.074,-0.064,-0.072,-0.125,-0.081,-0.107
"chr7-0354","chr7",48000001,48100000,"chr7-0354",-0.035,-0.051,-0.021,-0.047,-0.05,0.027,-0.118,0.003,0.018
"chr7-0355","chr7",48100001,48200000,"chr7-0355",0.218,-0.001,0.156,0.114,0.002,-0.015,0.153,-0.01,-0.078
"chr7-0356","chr7",48200001,48500000,"chr7-0356",-0.174,-0.092,-0.069,-0.118,-0.115,-0.08,-0.295,-0.177,-0.125
"chr7-0357","chr7",48500001,48900000,"chr7-0357",-0.341,-0.1,-0.154,-0.181,-0.103,-0.098,-0.323,-0.25,-0.095
"chr7-0358","chr7",48900001,49200000,"chr7-0358",-0.648,-0.026,-0.068,-0.296,-0.065,-0.265,-0.305,-0.159,-0.077
"chr7-0359","chr7",49200001,49800000,"chr7-0359",-0.452,-0.252,-0.428,-0.395,-0.179,-0.223,-0.406,-0.432,-0.185
"chr7-0360","chr7",49800001,49900000,"chr7-0360",0.174,-0.084,0.105,-0.012,-0.077,-0.042,-0.059,0.048,-0.049
"chr7-0361","chr7",49900001,50200000,"chr7-0361",-0.156,-0.036,0.089,0.007,-0.107,0.003,-0.222,-0.033,0.034
"chr7-0362","chr7",50200001,50300000,"chr7-0362",-0.295,-0.039,-0.145,-0.117,-0.061,0.027,-0.2,-0.042,0.052
"chr7-0363","chr7",50300001,50370631,"chr7-0363",-0.32,-0.058,-0.121,-0.193,-0.022,-0.069,-0.146,-0.098,-0.008
"chr7-0364","chr7",50410632,50500000,"chr7-0364",-0.419,-0.061,-0.246,-0.264,-0.098,-0.129,-0.221,-0.284,-0.154
"chr7-0365","chr7",50500001,50600000,"chr7-0365",-0.102,-0.101,-0.158,-0.157,-0.032,-0.043,-0.061,-0.083,-0.106
"chr7-0366","chr7",50600001,50700000,"chr7-0366",-0.169,0.024,-0.012,-0.161,-0.067,-0.07,-0.05,-0.06,-0.048
"chr7-0367","chr7",50700001,50800000,"chr7-0367",0.006,-0.053,0.031,-0.015,-0.062,-0.075,0.063,-0.059,-0.004
"chr7-0368","chr7",50800001,50900000,"chr7-0368",-0.011,0.047,-0.03,-0.033,-0.008,0.036,0.015,-0.01,0.046
"chr7-0369","chr7",50900001,51000000,"chr7-0369",-0.428,-0.101,-0.362,-0.353,-0.166,-0.114,-0.234,-0.462,-0.105
"chr7-0370","chr7",51000001,51100000,"chr7-0370",-0.064,-0.093,0.014,-0.084,-0.102,-0.144,-0.157,-0.21,-0.053
"chr7-0371","chr7",51100001,51200000,"chr7-0371",-0.338,-0.066,-0.131,-0.147,-0.077,-0.123,-0.163,-0.257,-0.081
"chr7-0372","chr7",51200001,51300000,"chr7-0372",-0.226,0.067,-0.075,-0.086,-0.02,-0.13,-0.186,-0.155,-0.146
"chr7-0373","chr7",51300001,51400000,"chr7-0373",-0.151,0.034,-0.171,-0.066,0.004,-0.029,-0.102,-0.078,-0.018
"chr7-0374","chr7",51400001,51500000,"chr7-0374",-0.29,-0.079,0.048,-0.199,-0.105,-0.066,-0.17,-0.201,-0.116
"chr7-0375","chr7",51500001,51600000,"chr7-0375",-0.095,-0.063,-0.04,-0.308,-0.022,-0.04,-0.011,-0.323,-0.17
"chr7-0376","chr7",51600001,52100000,"chr7-0376",-0.295,-0.168,-0.316,-0.32,-0.183,-0.154,-0.331,-0.245,-0.189
"chr7-0377","chr7",52100001,52400000,"chr7-0377",-0.322,-0.111,-0.094,-0.15,-0.13,-0.116,-0.257,-0.201,-0.132
"chr7-0378","chr7",52400001,53100000,"chr7-0378",-0.376,-0.131,-0.289,-0.234,-0.028,-0.035,-0.262,-0.144,-0.003
"chr7-0379","chr7",53100001,53200000,"chr7-0379",0.056,0.009,0.49,0.121,-0.074,-0.021,0.05,0.111,0.128
"chr7-0380","chr7",53200001,53500000,"chr7-0380",-0.13,-0.095,0.072,-0.082,-0.138,-0.113,-0.146,-0.129,-0.005
"chr7-0381","chr7",53500001,53900000,"chr7-0381",-0.302,-0.032,-0.31,-0.223,-0.085,-0.104,-0.308,-0.168,-0.052
"chr7-0382","chr7",53900001,54300000,"chr7-0382",-0.7,-0.35,-0.657,-0.413,-0.246,-0.188,-0.61,-0.36,-0.202
"chr7-0383","chr7",54300001,54600000,"chr7-0383",-0.407,-0.052,-0.297,-0.206,-0.086,-0.008,-0.354,-0.299,-0.053
"chr7-0384","chr7",54600001,54700000,"chr7-0384",-0.052,-0.109,0.056,-0.129,-0.105,-0.017,-0.067,-0.092,-0.016
"chr7-0385","chr7",54700001,54800000,"chr7-0385",-0.188,-0.055,-0.281,-0.121,-0.095,-0.164,-0.065,-0.107,-0.026
"chr7-0386","chr7",54800001,54900000,"chr7-0386",0.062,-0.036,0.019,0.055,0.032,0.025,-0.028,-0.036,0.039
"chr7-0387","chr7",54900001,55000000,"chr7-0387",-0.098,-0.065,0.096,0.067,-0.093,-0.047,-0.118,-0.049,-0.024
"chr7-0388","chr7",55000001,55100000,"chr7-0388",-0.168,-0.032,-0.101,-0.063,-0.015,-0.042,-0.029,-0.1,-0.094
"chr7-0389","chr7",55100001,55200000,"chr7-0389",-0.224,-0.04,-0.11,-0.078,-0.055,-0.096,-0.026,-0.115,-0.045
"chr7-0390","chr7",55200001,55300000,"chr7-0390",-0.155,-0.022,-0.243,-0.004,-0.052,-0.033,-0.001,-0.103,-0.078
"chr7-0391","chr7",55300001,55400000,"chr7-0391",-0.117,-0.05,-0.11,-0.173,-0.05,0.046,-0.073,-0.154,-0.078
"chr7-0392","chr7",55400001,55500000,"chr7-0392",0.087,0.078,0.279,0.17,0.12,0.027,-0.001,0.085,0.064
"chr7-0393","chr7",55500001,55600000,"chr7-0393",0.017,0.056,0.16,0.048,0.057,0.054,0.034,0.059,0.059
"chr7-0394","chr7",55600001,55700000,"chr7-0394",0.036,0.045,0.012,0.025,-0.018,-0.032,0.021,0.022,-0.003
"chr7-0395","chr7",55700001,55800000,"chr7-0395",-0.134,-0.002,0.216,0.008,0.018,-0.023,-0.157,0.007,-0.191
"chr7-0396","chr7",55800001,55900000,"chr7-0396",0.407,0.167,0.741,0.193,0.107,0.01,0.049,0.323,0.12
"chr7-0397","chr7",55900001,56000000,"chr7-0397",0.066,0.185,0.328,0.227,0.163,0.136,-0.051,0.265,0.2
"chr7-0398","chr7",56000001,56100000,"chr7-0398",0.204,0.221,0.337,0.219,0.156,0.11,0.055,0.208,0.161
"chr7-0399","chr7",56100001,56200000,"chr7-0399",0.184,0.112,0.204,0.183,0.112,0.064,0.135,0.175,0.08
"chr7-0400","chr7",56200001,56400000,"chr7-0400",-0.28,-0.033,-0.125,-0.171,-0.08,-0.06,-0.275,-0.217,-0.112
"chr7-0401","chr7",56400001,56500000,"chr7-0401",0.115,0.029,0.509,0.075,0.025,-0.036,-0.035,0.075,0.043
"chr7-0402","chr7",56500001,56800000,"chr7-0402",-0.012,-0.037,0.072,0.017,-0.134,-0.16,0.003,-0.051,0.085
"chr7-0403","chr7",56800001,56900000,"chr7-0403",0.25,-0.039,0.594,0.302,-0.119,-0.068,-0.027,0.315,0.187
"chr7-0404","chr7",56900001,57200000,"chr7-0404",-0.23,0.004,0.536,0.253,0.046,-0.084,-0.08,0.208,0.19
"chr7-0405","chr7",57200001,57300000,"chr7-0405",-0.039,0.005,0.27,0.038,-0.067,-0.062,0.035,0.026,0.019
"chr7-0406","chr7",57300001,57400000,"chr7-0406",-0.033,0.01,0.025,-0.084,-0.103,-0.05,-0.12,-0.051,-0.126
"chr7-0407","chr7",57400001,57500000,"chr7-0407",-0.129,-0.091,-0.102,-0.011,-0.06,-0.044,0.015,-0.019,-0.002
"chr7-0408","chr7",57500001,57700000,"chr7-0408",-0.21,0.136,0.501,0.15,0.035,-0.023,-0.134,0.192,0.115
"chr7-0409","chr7",57700001,57800000,"chr7-0409",0.125,0.041,0.439,0.314,-0.025,-0.036,-0.013,0.153,0.096
"chr7-0410","chr7",57800001,58054331,"chr7-0410",0.193,-0.088,0.439,0.157,-0.042,-0.019,-0.006,0.065,0.094
"chr7-0411","chr7",61967158,62500000,"chr7-0411",0.063,0.087,0.606,0.281,0.134,-0.026,-0.139,0.079,0.263
"chr7-0412","chr7",62500001,63000000,"chr7-0412",-0.134,-0.014,0.297,0.177,0.028,-0.064,-0.052,-0.104,0.151
"chr7-0413","chr7",63000001,63100000,"chr7-0413",0.032,0.084,0.355,0.143,0.1,-0.019,0,0.169,0.14
"chr7-0414","chr7",63100001,63300000,"chr7-0414",0.277,0.049,0.524,0.227,-0.044,-0.101,-0.073,0.25,0.172
"chr7-0415","chr7",63300001,63400000,"chr7-0415",0.028,-0.058,0.115,-0.054,-0.037,-0.046,0.008,0.082,0.002
"chr7-0416","chr7",63400001,63500000,"chr7-0416",0.005,-0.086,0.386,-0.008,-0.153,-0.168,-0.016,-0.196,-0.446
"chr7-0417","chr7",63500001,63600000,"chr7-0417",-0.047,-0.1,-0.218,-0.131,-0.123,-0.151,-0.22,-0.076,-0.061
"chr7-0418","chr7",63600001,63700000,"chr7-0418",-0.152,-0.004,0.061,-0.016,-0.116,-0.079,-0.055,-0.03,-0.096
"chr7-0419","chr7",63700001,63800000,"chr7-0419",0.025,0.012,0.059,0.022,0.013,-0.066,-0.009,0.073,0.007
"chr7-0420","chr7",63800001,64000000,"chr7-0420",-0.037,0.074,0.471,0.053,0.009,-0.128,-0.073,0.09,0.057
"chr7-0421","chr7",64000001,64100000,"chr7-0421",0.319,0.193,0.373,0.33,0.127,0.073,0.112,0.318,0.187
"chr7-0422","chr7",64100001,64200000,"chr7-0422",0.037,0.095,0.358,0.109,0.032,0.047,-0.031,0.21,0.051
"chr7-0423","chr7",64200001,64300000,"chr7-0423",0.12,-0.038,0.091,0.108,-0.007,0.088,0.101,0.122,0.001
"chr7-0424","chr7",64300001,64400000,"chr7-0424",0.193,0.11,0.437,0.123,0.077,0.067,0.209,0.144,0.063
"chr7-0425","chr7",64400001,64500000,"chr7-0425",0.06,0.09,0.132,0.086,0.038,-0.037,0.028,0.152,0.091
"chr7-0426","chr7",64500001,64700000,"chr7-0426",0.131,0.116,0.268,0.215,-0.027,-0.05,-0.031,0.099,-0.045
"chr7-0427","chr7",64700001,64800000,"chr7-0427",-0.01,0.035,0.044,0.019,-0.012,0.007,0.043,0.06,-0.006
"chr7-0428","chr7",64800001,64900000,"chr7-0428",0.419,0.116,0.461,0.321,0.104,0.052,0.192,0.273,0.113
"chr7-0429","chr7",64900001,65200000,"chr7-0429",0.229,0.185,0.649,0.354,0.04,-0.061,0.066,0.326,0.216
"chr7-0430","chr7",65200001,65300000,"chr7-0430",0.113,0.036,0.323,0.18,0.017,-0.013,0.053,0.114,0.048
"chr7-0431","chr7",65300001,65400000,"chr7-0431",0.038,0.246,0.324,0.024,0.1,-0.032,-0.087,0.306,0.269
"chr7-0432","chr7",65400001,65500000,"chr7-0432",0.089,0.103,0.224,0.136,0.106,0.053,0.04,0.136,0.071
"chr7-0433","chr7",65500001,65600000,"chr7-0433",0.184,0.117,0.349,0.188,0.066,0.055,0.184,0.222,0.055
"chr7-0434","chr7",65600001,65700000,"chr7-0434",0.044,0.118,0.422,0.18,0.084,0.027,-0.017,0.181,0.057
"chr7-0435","chr7",65700001,65800000,"chr7-0435",-0.018,0.116,0.068,-0.03,-0.023,-0.028,-0.175,-0.07,-0.044
"chr7-0436","chr7",65800001,65900000,"chr7-0436",-0.025,0.102,0.406,0.149,0.055,0.014,0.027,0.142,0.134
"chr7-0437","chr7",65900001,66000000,"chr7-0437",0.058,0.098,0.384,0.224,0.047,-0.022,0.028,0.172,0.141
"chr7-0438","chr7",66000001,66100000,"chr7-0438",0.226,0.135,0.315,0.171,0.091,0.055,0.143,0.139,0.097
"chr7-0439","chr7",66100001,66200000,"chr7-0439",0.154,0.078,0.222,0.11,0.075,0.063,0.133,0.175,-0.007
"chr7-0440","chr7",66200001,66300000,"chr7-0440",0.059,0.173,0.376,0.152,0.127,0.062,0.01,0.19,0.103
"chr7-0441","chr7",66300001,66400000,"chr7-0441",0.234,0.111,0.313,0.26,0.087,0.128,0.152,0.241,0.218
"chr7-0442","chr7",66400001,66500000,"chr7-0442",0.267,0.13,0.43,0.257,0.114,0.047,0.162,0.218,0.139
"chr7-0443","chr7",66500001,66700000,"chr7-0443",-0.203,0.142,0.249,0.193,0.071,0.016,-0.238,0.067,0.173
"chr7-0444","chr7",66700001,66800000,"chr7-0444",0.096,0.054,0.479,0.216,0.017,0.012,-0.02,0.188,0.104
"chr7-0445","chr7",66800001,67100000,"chr7-0445",-0.263,0.13,-0.002,-0.072,0,-0.016,-0.173,-0.017,-0.011
"chr7-0446","chr7",67100001,67400000,"chr7-0446",-0.46,-0.009,-0.211,-0.074,-0.02,0.035,-0.352,-0.103,0.035
"chr7-0447","chr7",67400001,67800000,"chr7-0447",-0.449,-0.152,0.001,-0.205,-0.087,-0.086,-0.477,-0.242,-0.223
"chr7-0448","chr7",67800001,68500000,"chr7-0448",-0.355,0.034,0.137,-0.118,0.043,-0.074,-0.287,-0.134,-0.033
"chr7-0449","chr7",68500001,68800000,"chr7-0449",-0.073,0.084,0.075,0.017,0.066,0.024,-0.144,-0.115,-0.037
"chr7-0450","chr7",68800001,69000000,"chr7-0450",-0.318,0.112,0.234,-0.028,-0.003,0.012,-0.162,0.002,-0.086
"chr7-0451","chr7",69000001,69100000,"chr7-0451",0.404,0.122,-0.067,0.182,0.098,0.159,0.212,0.327,0.236
"chr7-0452","chr7",69100001,69200000,"chr7-0452",-0.494,-0.075,-0.182,-0.232,-0.078,-0.074,-0.244,-0.144,-0.007
"chr7-0453","chr7",69200001,69300000,"chr7-0453",-0.234,0.028,0.009,-0.031,0.004,-0.037,-0.175,-0.118,0.013
"chr7-0454","chr7",69300001,69400000,"chr7-0454",-0.479,-0.094,-0.069,-0.143,-0.119,-0.062,-0.488,-0.196,-0.145
"chr7-0455","chr7",69400001,69700000,"chr7-0455",-0.371,-0.035,-0.018,-0.162,-0.055,-0.059,-0.27,-0.159,0.057
"chr7-0456","chr7",69700001,70000000,"chr7-0456",-0.4,-0.082,-0.265,-0.166,-0.041,-0.09,-0.163,-0.244,-0.074
"chr7-0457","chr7",70000001,70100000,"chr7-0457",-0.068,-0.011,-0.025,-0.012,-0.039,0.048,0.016,-0.022,-0.013
"chr7-0458","chr7",70100001,70200000,"chr7-0458",-0.107,0.047,0.127,-0.063,0.027,-0.031,-0.139,-0.05,-0.115
"chr7-0459","chr7",70200001,70300000,"chr7-0459",-0.016,0.095,0.216,0.111,0.079,0.086,0.001,0.065,0.075
"chr7-0460","chr7",70300001,70600000,"chr7-0460",0.263,0.059,0.314,0.127,0.029,0.027,0.064,0.135,0.072
"chr7-0461","chr7",70600001,70800000,"chr7-0461",-0.006,0.16,0.021,-0.093,0.009,0.058,-0.25,0.082,-0.095
"chr7-0462","chr7",70800001,71200000,"chr7-0462",0.002,0.102,0.154,-0.051,-0.018,-0.057,-0.095,0.08,-0.012
"chr7-0463","chr7",71200001,71300000,"chr7-0463",-0.112,0.076,0.095,0.1,0.006,-0.077,-0.176,0.072,-0.022
"chr7-0464","chr7",71300001,71800000,"chr7-0464",-0.393,0.057,0.029,-0.198,-0.037,-0.048,-0.349,-0.116,-0.139
"chr7-0465","chr7",71800001,71900000,"chr7-0465",0.053,0.123,0.251,0.061,0.071,0.054,0.081,0.094,0.097
"chr7-0466","chr7",71900001,72200000,"chr7-0466",-0.221,0.077,-0.038,-0.149,0.017,0.022,-0.243,-0.04,0.096
"chr7-0467","chr7",72200001,72300000,"chr7-0467",0.23,0.121,0.335,0.239,0.099,0.077,0.086,0.223,0.102
"chr7-0468","chr7",72300001,72400000,"chr7-0468",0.079,0.003,0.252,0.159,0.02,-0.021,0.029,0.089,0.032
"chr7-0469","chr7",72400001,72700000,"chr7-0469",0.013,0.061,0.386,0.2,0.059,-0.055,0.013,0.162,0.123
"chr7-0470","chr7",72700001,72800000,"chr7-0470",0.144,0.128,0.45,0.253,0.049,0.063,0.126,0.163,0.106
"chr7-0471","chr7",72800001,72900000,"chr7-0471",0.14,0.101,0.38,0.118,0.084,0.026,0.174,0.153,0.093
"chr7-0472","chr7",72900001,73000000,"chr7-0472",0.304,0.166,0.304,0.182,0.159,0.139,0.235,0.287,0.188
"chr7-0473","chr7",73000001,73100000,"chr7-0473",0.256,0.095,0.283,0.113,0.069,0.074,0.186,0.189,0.014
"chr7-0474","chr7",73100001,73200000,"chr7-0474",0.242,0.111,0.321,0.162,0.083,0.124,0.222,0.236,0.046
"chr7-0475","chr7",73200001,73300000,"chr7-0475",0.104,0.069,0.278,0.109,0.017,0.074,0.223,0.057,-0.007
"chr7-0476","chr7",73300001,73400000,"chr7-0476",0.082,0.051,0.129,0.063,-0.001,0.07,0.165,0.066,0.015
"chr7-0477","chr7",73400001,73500000,"chr7-0477",0.219,0.049,0.125,0.071,0.038,0.087,0.208,0.096,-0.024
"chr7-0478","chr7",73500001,73600000,"chr7-0478",0.222,0.076,0.202,0.09,0.05,0.061,0.166,0.122,0.073
"chr7-0479","chr7",73600001,73700000,"chr7-0479",0.156,0.18,0.275,0.112,0.119,0.069,0.129,0.137,0.108
"chr7-0480","chr7",73700001,73800000,"chr7-0480",0.151,0.199,0.337,0.141,0.09,0.101,0.171,0.157,0.097
"chr7-0481","chr7",73800001,73900000,"chr7-0481",0.331,0.138,0.281,0.214,0.112,0.127,0.292,0.245,0.113
"chr7-0482","chr7",73900001,74000000,"chr7-0482",0.125,0.165,0.248,0.111,0.092,0.076,0.203,0.146,-0.045
"chr7-0483","chr7",74000001,74100000,"chr7-0483",0.234,0.248,0.574,0.225,0.183,0.151,0.199,0.297,0.162
"chr7-0484","chr7",74100001,74300000,"chr7-0484",-0.049,0.075,0.415,0.177,0.015,0.051,0.087,0.088,0.131
"chr7-0485","chr7",74300001,74400000,"chr7-0485",0.139,0.056,0.39,0.201,0.002,-0.045,0.053,0.177,0.112
"chr7-0486","chr7",74400001,74715724,"chr7-0486",0.111,0.093,0.36,0.206,0.07,0.024,0.145,0.187,0.038
"chr7-0487","chr7",74765725,75100000,"chr7-0487",0.028,0.039,0.361,0.174,-0.007,-0.091,0.036,0.071,0.117
"chr7-0488","chr7",75100001,75200000,"chr7-0488",0.092,0.037,0.283,0.109,0.028,-0.029,0.083,0.117,-0.013
"chr7-0489","chr7",75200001,75300000,"chr7-0489",0.087,0.149,0.36,0.121,0.099,0.019,0.107,0.176,0.084
"chr7-0490","chr7",75300001,75400000,"chr7-0490",0.128,0.19,0.216,0.169,0.084,0.109,0.164,0.24,0.091
"chr7-0491","chr7",75400001,75500000,"chr7-0491",-0.149,0.141,0.04,-0.017,0.066,0.009,-0.006,-0.014,-0.058
"chr7-0492","chr7",75500001,75600000,"chr7-0492",0.072,0.13,0.188,0.143,0.115,0.101,0.152,0.193,0.13
"chr7-0493","chr7",75600001,75700000,"chr7-0493",0.182,0.035,0.21,0.098,0.035,0.036,0.172,0.187,0.025
"chr7-0494","chr7",75700001,75800000,"chr7-0494",0.173,0.086,0.376,0.177,0.078,-0.049,0.099,0.106,0.1
"chr7-0495","chr7",75800001,75900000,"chr7-0495",0.171,0.117,0.262,0.059,0.064,0.016,0.243,0.11,0
"chr7-0496","chr7",75900001,76000000,"chr7-0496",0.3,0.097,0.279,0.153,0.093,0.107,0.27,0.212,0.11
"chr7-0497","chr7",76000001,76100000,"chr7-0497",0.166,0.128,0.299,0.092,0.08,0.06,0.192,0.143,0.005
"chr7-0498","chr7",76100001,76200000,"chr7-0498",0.032,-0.051,0.11,-0.007,-0.066,0.032,0.132,0.197,0.071
"chr7-0499","chr7",76200001,76300000,"chr7-0499",-0.308,-0.245,-0.19,-0.183,-0.07,-0.153,-0.197,-0.102,-0.101
"chr7-0500","chr7",76300001,76600000,"chr7-0500",-0.687,-0.17,-0.381,-0.349,-0.144,-0.181,-0.649,-0.324,-0.213
"chr7-0501","chr7",76600001,76700000,"chr7-0501",0.351,0.053,0.487,0.141,0.118,-0.051,0.028,0.178,0.138
"chr7-0502","chr7",76700001,76800000,"chr7-0502",0.068,-0.126,-0.321,-0.106,-0.039,0.03,-0.045,-0.005,0.016
"chr7-0503","chr7",76800001,76900000,"chr7-0503",-0.344,-0.041,-0.296,-0.206,0.032,-0.039,-0.276,-0.203,0.044
"chr7-0504","chr7",76900001,77000000,"chr7-0504",-0.244,-0.032,-0.104,-0.169,-0.016,-0.045,-0.176,-0.126,-0.122
"chr7-0505","chr7",77000001,77100000,"chr7-0505",-0.187,-0.038,0.098,-0.001,-0.004,-0.006,-0.117,0.055,-0.005
"chr7-0506","chr7",77100001,77200000,"chr7-0506",0.175,0.092,0.17,0.196,0.147,0.088,0.037,0.225,0.223
"chr7-0507","chr7",77200001,77400000,"chr7-0507",0.185,0.163,0.366,0.219,0.108,0.188,0.03,0.256,0.141
"chr7-0508","chr7",77400001,77500000,"chr7-0508",0.187,-0.048,-0.043,0.061,0.078,0.066,0.05,0.081,0.075
"chr7-0509","chr7",77500001,77600000,"chr7-0509",-0.194,0.111,0.133,0.147,0.08,0.084,-0.343,0.122,0.064
"chr7-0510","chr7",77600001,77700000,"chr7-0510",-0.013,0.058,-0.101,-0.07,0.021,0.029,-0.06,0.081,0.078
"chr7-0511","chr7",77700001,77900000,"chr7-0511",-0.166,-0.019,-0.149,-0.062,-0.038,-0.144,-0.31,-0.17,-0.024
"chr7-0512","chr7",77900001,78100000,"chr7-0512",-0.685,-0.074,-0.575,-0.521,-0.147,-0.108,-0.597,-0.463,-0.18
"chr7-0513","chr7",78100001,78400000,"chr7-0513",-0.24,-0.052,0.066,0.021,-0.067,0.003,-0.416,0.002,0.172
"chr7-0514","chr7",78400001,78600000,"chr7-0514",-0.288,-0.046,0.016,-0.117,-0.02,0.026,-0.205,-0.232,-0.016
"chr7-0515","chr7",78600001,79000000,"chr7-0515",-0.395,-0.195,-0.175,-0.164,-0.067,-0.155,-0.412,-0.143,-0.07
"chr7-0516","chr7",79000001,79100000,"chr7-0516",0.214,-0.12,-0.055,-0.058,-0.109,-0.014,0.103,0.044,-0.037
"chr7-0517","chr7",79100001,79500000,"chr7-0517",-0.547,-0.274,-0.506,-0.477,-0.157,-0.106,-0.551,-0.349,-0.214
"chr7-0518","chr7",79500001,79700000,"chr7-0518",-0.439,-0.138,-0.402,-0.214,-0.081,-0.085,-0.494,-0.18,-0.128
"chr7-0519","chr7",79700001,79800000,"chr7-0519",0.207,0.065,-0.029,0.038,0.119,0.09,0.071,0.136,0.073
"chr7-0520","chr7",79800001,80000000,"chr7-0520",-0.467,-0.197,-0.144,-0.337,-0.147,-0.104,-0.405,-0.172,-0.143
"chr7-0521","chr7",80000001,80200000,"chr7-0521",-0.476,-0.176,-0.463,-0.193,-0.105,-0.134,-0.209,-0.222,-0.123
"chr7-0522","chr7",80200001,80300000,"chr7-0522",-0.645,-0.197,-0.46,-0.341,-0.109,-0.116,-0.349,-0.261,-0.25
"chr7-0523","chr7",80300001,80400000,"chr7-0523",-0.331,-0.164,-0.361,-0.151,-0.06,-0.086,-0.362,-0.207,-0.112
"chr7-0524","chr7",80400001,80500000,"chr7-0524",-0.367,-0.18,-0.5,-0.077,0.02,-0.063,-0.268,-0.089,0.057
"chr7-0525","chr7",80500001,80600000,"chr7-0525",-0.039,-0.055,-0.105,0.096,0.03,0.037,-0.027,-0.005,0.013
"chr7-0526","chr7",80600001,80900000,"chr7-0526",-0.356,-0.199,-0.171,-0.255,-0.072,-0.08,-0.33,-0.35,-0.091
"chr7-0527","chr7",80900001,81200000,"chr7-0527",-0.42,-0.136,-0.436,-0.189,-0.079,-0.124,-0.4,-0.312,-0.115
"chr7-0528","chr7",81200001,81300000,"chr7-0528",-0.349,-0.239,-0.274,-0.111,-0.039,-0.078,-0.411,-0.209,0.006
"chr7-0529","chr7",81300001,81400000,"chr7-0529",-0.308,-0.225,-0.472,-0.217,-0.131,-0.112,-0.289,-0.274,-0.21
"chr7-0530","chr7",81400001,81600000,"chr7-0530",-0.459,-0.128,-0.259,-0.296,-0.114,-0.062,-0.361,-0.264,-0.29
"chr7-0531","chr7",81600001,81700000,"chr7-0531",-0.365,-0.185,-0.045,-0.171,-0.086,-0.04,-0.306,-0.096,-0.161
"chr7-0532","chr7",81700001,82000000,"chr7-0532",-0.167,-0.156,-0.17,-0.07,-0.055,-0.044,-0.345,-0.065,-0.246
"chr7-0533","chr7",82000001,82100000,"chr7-0533",0.153,-0.055,-0.183,-0.002,0.019,0.043,0.019,-0.016,-0.113
"chr7-0534","chr7",82100001,82400000,"chr7-0534",-0.331,-0.127,-0.137,-0.039,-0.144,-0.219,-0.327,-0.053,-0.442
"chr7-0535","chr7",82400001,82700000,"chr7-0535",-0.658,-0.36,-0.522,-0.43,-0.21,-0.19,-0.665,-0.497,-0.506
"chr7-0536","chr7",82700001,82800000,"chr7-0536",0.002,-0.082,-0.118,-0.038,0.031,0.01,0.07,0.091,-0.088
"chr7-0537","chr7",82800001,83200000,"chr7-0537",-0.591,-0.177,-0.467,-0.168,-0.088,-0.116,-0.563,-0.348,-0.311
"chr7-0538","chr7",83200001,83400000,"chr7-0538",0.026,-0.023,0.016,0.074,0.08,-0.092,-0.186,-0.058,-0.098
"chr7-0539","chr7",83400001,83700000,"chr7-0539",-0.432,-0.101,-0.143,-0.16,-0.049,-0.081,-0.401,-0.236,-0.238
"chr7-0540","chr7",83700001,83800000,"chr7-0540",-0.349,-0.211,-0.283,-0.085,0.016,-0.11,-0.448,-0.205,-0.331
"chr7-0541","chr7",83800001,83900000,"chr7-0541",-0.122,0.094,0.038,0.027,0.074,0.006,-0.116,0.088,-0.129
"chr7-0542","chr7",83900001,84200000,"chr7-0542",-0.507,-0.229,-0.326,-0.281,-0.081,-0.078,-0.495,-0.399,-0.288
"chr7-0543","chr7",84200001,84500000,"chr7-0543",-0.407,-0.169,-0.16,-0.269,-0.089,-0.187,-0.321,-0.196,-0.326
"chr7-0544","chr7",84500001,84600000,"chr7-0544",0.024,0.061,0.228,0.082,0.015,0.031,0.002,0.107,-0.051
