"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr11-0776","chr11",120450001,120850000,"chr11-0776",-0.086,-0.224,-0.126,-0.115,-0.22
"chr11-0777","chr11",120850001,120950000,"chr11-0777",0.036,0.053,-0.006,0.078,0.07
"chr11-0778","chr11",120950001,121000000,"chr11-0778",-0.001,0.06,-0.089,-0.054,-0.025
"chr11-0779","chr11",121000001,121150000,"chr11-0779",-0.028,0.018,-0.035,0.041,0.108
"chr11-0780","chr11",121150001,121300000,"chr11-0780",-0.147,-0.131,-0.279,-0.203,-0.152
"chr11-0781","chr11",121300001,121450000,"chr11-0781",-0.019,0.018,-0.017,0.062,0.037
"chr11-0782","chr11",121450001,121600000,"chr11-0782",-0.08,-0.063,-0.138,-0.111,-0.107
"chr11-0783","chr11",121600001,121950000,"chr11-0783",-0.015,0.049,-0.087,0.114,0.211
"chr11-0784","chr11",121950001,122000000,"chr11-0784",-0.121,0.055,-0.242,-0.075,-0.1
"chr11-0785","chr11",122000001,122200000,"chr11-0785",-0.111,0.048,-0.2,0.018,0.122
"chr11-0786","chr11",122200001,122500000,"chr11-0786",-0.026,0.074,-0.01,0.137,0.211
"chr11-0787","chr11",122500001,122550000,"chr11-0787",0.042,0.096,0.197,0.198,0.158
"chr11-0788","chr11",122550001,122750000,"chr11-0788",-0.065,0.02,-0.034,-0.021,0.066
"chr11-0789","chr11",122750001,122800000,"chr11-0789",-0.035,0.002,-0.03,0.004,0.17
"chr11-0790","chr11",122800001,122850000,"chr11-0790",-0.015,-0.018,-0.189,-0.161,-0.068
"chr11-0791","chr11",122850001,122900000,"chr11-0791",0.053,-0.032,0.023,0.014,0.037
"chr11-0792","chr11",122900001,122950000,"chr11-0792",0.031,-0.041,-0.004,-0.077,-0.088
"chr11-0793","chr11",122950001,123100000,"chr11-0793",0.089,0.025,0.05,0.158,0.26
"chr11-0794","chr11",123100001,123300000,"chr11-0794",0.017,0.043,-0.042,-0.009,0.067
"chr11-0795","chr11",123300001,123350000,"chr11-0795",-0.057,0.018,0.002,0.123,0.15
"chr11-0796","chr11",123350001,123450000,"chr11-0796",0,-0.063,-0.04,-0.042,-0.087
"chr11-0797","chr11",123450001,123600000,"chr11-0797",-0.05,-0.029,0.014,-0.036,-0.102
"chr11-0798","chr11",123600001,123800000,"chr11-0798",-0.114,0.021,-0.194,-0.012,0.048
"chr11-0799","chr11",123800001,123900000,"chr11-0799",0.012,0.083,-0.057,-0.05,-0.04
"chr11-0800","chr11",123900001,124000000,"chr11-0800",-0.111,-0.055,-0.188,-0.073,-0.089
"chr11-0801","chr11",124000001,124300000,"chr11-0801",-0.06,0.069,-0.053,0.002,0.039
"chr11-0802","chr11",124300001,124450000,"chr11-0802",-0.16,-0.123,-0.299,-0.064,-0.116
"chr11-0803","chr11",124450001,124500000,"chr11-0803",-0.028,-0.131,-0.141,-0.133,-0.173
"chr11-0804","chr11",124500001,124600000,"chr11-0804",-0.022,0.019,-0.022,-0.033,-0.081
"chr11-0805","chr11",124600001,124700000,"chr11-0805",0.006,-0.032,-0.008,-0.06,-0.105
"chr11-0806","chr11",124700001,124750000,"chr11-0806",-0.089,-0.209,-0.113,-0.11,-0.2
"chr11-0807","chr11",124750001,124800000,"chr11-0807",-0.047,-0.169,-0.152,-0.168,-0.113
"chr11-0808","chr11",124800001,124950000,"chr11-0808",-0.018,-0.105,-0.097,-0.143,-0.192
"chr11-0809","chr11",124950001,125000000,"chr11-0809",-0.013,0.023,-0.024,0.005,0.057
"chr11-0810","chr11",125000001,125100000,"chr11-0810",0.054,0.031,-0.002,-0.006,-0.099
"chr11-0811","chr11",125100001,125200000,"chr11-0811",-0.035,-0.066,-0.072,-0.074,-0.025
"chr11-0812","chr11",125200001,125350000,"chr11-0812",-0.052,-0.031,-0.098,0.024,0.095
"chr11-0813","chr11",125350001,125450000,"chr11-0813",-0.007,0.076,0.08,0.071,0.136
"chr11-0814","chr11",125450001,125500000,"chr11-0814",-0.041,-0.033,0.012,-0.048,0.034
"chr11-0815","chr11",125500001,125650000,"chr11-0815",-0.145,0.049,-0.218,0.057,0.101
"chr11-0816","chr11",125650001,125750000,"chr11-0816",-0.209,-0.066,-0.314,-0.185,-0.164
"chr11-0817","chr11",125750001,125800000,"chr11-0817",-0.098,-0.031,-0.052,0.016,0.139
"chr11-0818","chr11",125800001,126050000,"chr11-0818",0.025,0.01,0.015,0.074,0.143
"chr11-0819","chr11",126050001,126100000,"chr11-0819",0.03,-0.037,-0.005,-0.025,-0.075
"chr11-0820","chr11",126100001,126150000,"chr11-0820",0.034,0.068,0.073,0.051,-0.009
"chr11-0821","chr11",126150001,126200000,"chr11-0821",0.095,0.176,0.178,0.17,0.222
"chr11-0822","chr11",126200001,126250000,"chr11-0822",0.052,0.095,0.164,0.181,0.026
"chr11-0823","chr11",126250001,126300000,"chr11-0823",0.12,-0.04,-0.001,0.001,-0.053
"chr11-0824","chr11",126300001,126450000,"chr11-0824",-0.042,-0.115,-0.117,-0.109,-0.271
"chr11-0825","chr11",126450001,126600000,"chr11-0825",-0.069,-0.148,-0.147,-0.014,-0.004
"chr11-0826","chr11",126600001,126850000,"chr11-0826",-0.109,-0.014,-0.215,-0.003,0.009
"chr11-0827","chr11",126850001,126900000,"chr11-0827",0.04,0.047,-0.013,-0.027,-0.024
"chr11-0828","chr11",126900001,127800000,"chr11-0828",-0.077,-0.031,-0.223,-0.064,-0.044
"chr11-0829","chr11",127800001,128300000,"chr11-0829",-0.129,-0.027,-0.211,-0.019,-0.045
"chr11-0830","chr11",128300001,128400000,"chr11-0830",-0.007,0.029,-0.053,0.021,0.012
"chr11-0831","chr11",128400001,128550000,"chr11-0831",-0.072,-0.024,-0.063,0.02,0.038
"chr11-0832","chr11",128550001,128600000,"chr11-0832",-0.043,-0.2,-0.09,-0.039,-0.125
"chr11-0833","chr11",128600001,128700000,"chr11-0833",-0.067,0.033,-0.074,0.073,0.086
"chr11-0834","chr11",128700001,128750000,"chr11-0834",-0.141,-0.08,-0.298,-0.185,-0.097
"chr11-0835","chr11",128750001,128800000,"chr11-0835",-0.039,-0.096,-0.028,-0.092,-0.105
"chr11-0836","chr11",128800001,128850000,"chr11-0836",-0.004,-0.062,-0.122,-0.06,-0.169
"chr11-0837","chr11",128850001,129200000,"chr11-0837",-0.065,0.105,-0.018,0.104,0.113
"chr11-0838","chr11",129200001,129250000,"chr11-0838",0.028,0.02,0.067,0.027,0.063
"chr11-0839","chr11",129250001,129650000,"chr11-0839",0.055,-0.063,-0.09,-0.037,-0.01
"chr11-0840","chr11",129650001,129750000,"chr11-0840",0.111,0.033,-0.01,0.045,0.072
"chr11-0841","chr11",129750001,129800000,"chr11-0841",0.007,0.077,0.023,-0.001,0.114
"chr11-0842","chr11",129800001,129850000,"chr11-0842",-0.027,0.069,-0.035,0.123,0.254
"chr11-0843","chr11",129850001,129900000,"chr11-0843",-0.059,-0.094,0.046,-0.086,-0.136
"chr11-0844","chr11",129900001,129950000,"chr11-0844",0.032,0.139,0.177,0.22,0.251
"chr11-0845","chr11",129950001,130000000,"chr11-0845",-0.153,-0.179,-0.238,-0.014,-0.026
"chr11-0846","chr11",130000001,130050000,"chr11-0846",0.094,0.135,0.09,0.196,0.246
"chr11-0847","chr11",130050001,130100000,"chr11-0847",0.033,-0.013,-0.017,-0.041,-0.046
"chr11-0848","chr11",130100001,130250000,"chr11-0848",0.126,0.116,0.145,0.118,0.14
"chr11-0849","chr11",130250001,130300000,"chr11-0849",-0.011,0.024,-0.024,0.135,0.11
"chr11-0850","chr11",130300001,130350000,"chr11-0850",-0.026,-0.02,0.043,0,-0.06
"chr11-0851","chr11",130350001,130550000,"chr11-0851",-0.052,-0.046,-0.125,-0.061,-0.059
"chr11-0852","chr11",130550001,130750000,"chr11-0852",-0.11,-0.04,-0.15,-0.103,-0.182
"chr11-0853","chr11",130750001,130800000,"chr11-0853",-0.124,-0.091,-0.17,-0.124,-0.037
"chr11-0854","chr11",130800001,131250000,"chr11-0854",-0.035,0.074,-0.013,0.109,0.181
"chr11-0855","chr11",131250001,131550000,"chr11-0855",-0.108,-0.074,-0.199,-0.125,-0.122
"chr11-0856","chr11",131550001,131600000,"chr11-0856",0.085,0.027,0.063,-0.018,-0.018
"chr11-0857","chr11",131600001,131750000,"chr11-0857",-0.037,0.026,-0.226,0.024,0.15
"chr11-0858","chr11",131750001,131800000,"chr11-0858",-0.04,-0.061,-0.04,-0.023,-0.03
"chr11-0859","chr11",131800001,131950000,"chr11-0859",0.002,0.093,-0.048,-0.047,0.041
"chr11-0860","chr11",131950001,132150000,"chr11-0860",0.043,-0.008,-0.113,-0.005,0.029
"chr11-0861","chr11",132150001,132500000,"chr11-0861",-0.162,-0.134,-0.246,-0.067,-0.032
"chr11-0862","chr11",132500001,132800000,"chr11-0862",-0.038,0.044,-0.204,-0.014,-0.017
"chr11-0863","chr11",132800001,132900000,"chr11-0863",-0.116,-0.164,-0.057,-0.116,-0.287
"chr11-0864","chr11",132900001,132950000,"chr11-0864",-0.025,-0.041,-0.015,0.073,0.08
"chr11-0865","chr11",132950001,133200000,"chr11-0865",0.027,0.091,-0.002,0.147,0.174
"chr11-0866","chr11",133200001,133400000,"chr11-0866",-0.134,-0.116,-0.275,-0.081,-0.3
"chr11-0867","chr11",133400001,133450000,"chr11-0867",-0.028,-0.079,-0.143,-0.019,-0.039
"chr11-0868","chr11",133450001,133700000,"chr11-0868",-0.141,-0.175,-0.234,-0.116,-0.096
"chr11-0869","chr11",133700001,133750000,"chr11-0869",0.083,0.039,0.031,0.037,0.019
"chr11-0870","chr11",133750001,133800000,"chr11-0870",0.064,0.049,0.095,0.062,0.104
"chr11-0871","chr11",133800001,133850000,"chr11-0871",0.103,-0.083,0.08,-0.042,-0.172
"chr11-0872","chr11",133850001,133950000,"chr11-0872",0.006,-0.012,0.02,0.017,0.017
"chr11-0873","chr11",133950001,134050000,"chr11-0873",0.104,0.119,0.061,0.125,0.106
"chr11-0874","chr11",134050001,134100000,"chr11-0874",-0.042,-0.08,0.073,-0.028,0.007
"chr11-0875","chr11",134100001,134150000,"chr11-0875",-0.075,-0.079,-0.024,-0.019,-0.06
"chr11-0876","chr11",134150001,134250000,"chr11-0876",-0.007,-0.025,-0.057,0.019,0.011
"chr11-0877","chr11",134250001,134300000,"chr11-0877",-0.019,-0.103,-0.081,-0.036,-0.087
"chr11-0878","chr11",134300001,134500000,"chr11-0878",-0.024,-0.023,-0.084,-0.046,-0.029
"chr11-0879","chr11",134500001,134600000,"chr11-0879",-0.154,-0.107,-0.177,-0.191,-0.117
"chr11-0880","chr11",134600001,134800000,"chr11-0880",0.024,0.07,0.02,0.013,0.142
"chr11-0881","chr11",134800001,134946516,"chr11-0881",0.066,0.194,0.073,0.174,0.101
"chr12-0001","chr12",145740,200000,"chr12-0001",-0.077,-0.012,0.028,-0.077,-0.083
"chr12-0002","chr12",200001,250000,"chr12-0002",-0.089,-0.001,0.059,-0.005,-0.156
"chr12-0003","chr12",250001,300000,"chr12-0003",0.036,-0.059,-0.055,0.028,0.041
"chr12-0004","chr12",300001,350000,"chr12-0004",0.103,-0.049,-0.022,0.016,-0.109
"chr12-0005","chr12",350001,500000,"chr12-0005",-0.021,-0.032,-0.104,-0.115,-0.033
"chr12-0006","chr12",500001,550000,"chr12-0006",-0.09,-0.243,-0.12,-0.171,0.017
"chr12-0007","chr12",550001,650000,"chr12-0007",0.092,0.132,0.126,0.128,0.074
"chr12-0008","chr12",650001,700000,"chr12-0008",0.003,-0.084,-0.064,-0.045,-0.138
"chr12-0009","chr12",700001,850000,"chr12-0009",0.097,0.096,0.15,0.111,0.184
"chr12-0010","chr12",850001,1000000,"chr12-0010",0.072,0.091,0.128,0.169,0.208
"chr12-0011","chr12",1000001,1050000,"chr12-0011",0.125,0.142,0.079,0.202,0.305
"chr12-0012","chr12",1050001,1100000,"chr12-0012",0.049,-0.035,0.063,0.04,-0.001
"chr12-0013","chr12",1100001,1600000,"chr12-0013",0.057,0.168,0.158,0.118,0.175
"chr12-0014","chr12",1600001,1650000,"chr12-0014",0.035,-0.013,0.05,0.03,0.004
"chr12-0015","chr12",1650001,1700000,"chr12-0015",0.098,0.034,0.012,0.112,0.164
"chr12-0016","chr12",1700001,1750000,"chr12-0016",0.032,0.054,0.051,0.108,0.109
"chr12-0017","chr12",1750001,1900000,"chr12-0017",-0.009,0.055,-0.014,0.038,0.092
"chr12-0018","chr12",1900001,1950000,"chr12-0018",0.026,-0.073,-0.059,-0.041,-0.174
"chr12-0019","chr12",1950001,2050000,"chr12-0019",0.054,0.052,0.065,0.12,0.077
"chr12-0020","chr12",2050001,2150000,"chr12-0020",0.097,0.139,0.081,0.139,0.138
"chr12-0021","chr12",2150001,2200000,"chr12-0021",-0.052,-0.027,0.064,0.151,0.027
"chr12-0022","chr12",2200001,2300000,"chr12-0022",0.017,-0.008,-0.046,0.073,-0.017
"chr12-0023","chr12",2300001,2400000,"chr12-0023",-0.05,0.009,-0.099,0.003,0.029
"chr12-0024","chr12",2400001,2600000,"chr12-0024",-0.073,-0.096,-0.165,-0.039,-0.064
"chr12-0025","chr12",2600001,2750000,"chr12-0025",-0.065,-0.081,-0.111,-0.042,-0.035
"chr12-0026","chr12",2750001,2800000,"chr12-0026",0.002,-0.026,-0.006,0,-0.117
"chr12-0027","chr12",2800001,2850000,"chr12-0027",0.042,0.158,0.032,0.156,0.193
"chr12-0028","chr12",2850001,2900000,"chr12-0028",-0.027,0.072,-0.077,-0.011,0.024
"chr12-0029","chr12",2900001,2950000,"chr12-0029",0.024,0.126,0.16,0.188,0.232
"chr12-0030","chr12",2950001,3000000,"chr12-0030",-0.03,0.11,0.144,0.14,0.095
"chr12-0031","chr12",3000001,3100000,"chr12-0031",0.078,0.128,0.225,0.19,0.23
"chr12-0032","chr12",3100001,3200000,"chr12-0032",0.022,-0.021,0.035,0.004,0.091
"chr12-0033","chr12",3200001,3300000,"chr12-0033",0.059,0.106,0.021,0.068,0.142
"chr12-0034","chr12",3300001,3350000,"chr12-0034",0.114,0.011,0.076,0.097,0.016
"chr12-0035","chr12",3350001,3400000,"chr12-0035",0.049,0.002,-0.027,-0.008,-0.028
"chr12-0036","chr12",3400001,3550000,"chr12-0036",-0.017,-0.024,-0.055,-0.098,-0.16
"chr12-0037","chr12",3550001,3600000,"chr12-0037",-0.027,-0.021,-0.061,0.036,-0.032
"chr12-0038","chr12",3600001,3650000,"chr12-0038",-0.019,-0.021,0.096,0.071,-0.063
"chr12-0039","chr12",3650001,3850000,"chr12-0039",-0.086,-0.147,-0.142,-0.109,-0.065
"chr12-0040","chr12",3850001,3900000,"chr12-0040",-0.039,0.001,0.056,0.047,-0.085
"chr12-0041","chr12",3900001,4000000,"chr12-0041",-0.078,0.033,-0.045,0.092,0.143
"chr12-0042","chr12",4000001,4350000,"chr12-0042",0.062,0.107,0.058,0.093,0.131
"chr12-0043","chr12",4350001,4400000,"chr12-0043",0.014,0.01,0.038,0.018,-0.073
"chr12-0044","chr12",4400001,4450000,"chr12-0044",0.071,-0.102,-0.036,0.018,0.147
"chr12-0045","chr12",4450001,4600000,"chr12-0045",-0.076,-0.016,-0.15,-0.093,-0.088
"chr12-0046","chr12",4600001,4650000,"chr12-0046",-0.181,-0.197,-0.319,-0.253,-0.278
"chr12-0047","chr12",4650001,4750000,"chr12-0047",-0.021,0.03,-0.038,-0.041,0.003
"chr12-0048","chr12",4750001,4900000,"chr12-0048",-0.172,-0.181,-0.248,-0.067,-0.097
"chr12-0049","chr12",4900001,5000000,"chr12-0049",-0.073,-0.074,-0.141,0.004,-0.11
"chr12-0050","chr12",5000001,5050000,"chr12-0050",0.009,-0.183,0.061,-0.136,-0.304
"chr12-0051","chr12",5050001,5200000,"chr12-0051",0.014,0.019,0.035,0.068,-0.04
"chr12-0052","chr12",5200001,5500000,"chr12-0052",-0.043,0.04,-0.149,0.013,-0.006
"chr12-0053","chr12",5500001,5600000,"chr12-0053",-0.019,-0.057,-0.004,-0.057,-0.034
"chr12-0054","chr12",5600001,5650000,"chr12-0054",0.041,-0.002,-0.04,0.008,-0.042
"chr12-0055","chr12",5650001,6050000,"chr12-0055",-0.102,-0.056,-0.197,-0.128,-0.223
"chr12-0056","chr12",6050001,6150000,"chr12-0056",-0.119,-0.064,-0.183,-0.124,-0.16
"chr12-0057","chr12",6150001,6200000,"chr12-0057",-0.006,0.02,0.003,-0.061,0.072
"chr12-0058","chr12",6200001,6300000,"chr12-0058",0.054,0.103,0.106,0.063,-0.05
"chr12-0059","chr12",6300001,6400000,"chr12-0059",0.089,0.03,0.151,0.104,0.148
"chr12-0060","chr12",6400001,6450000,"chr12-0060",0.078,0.053,0.059,0.133,0.153
"chr12-0061","chr12",6450001,6500000,"chr12-0061",0.107,0.062,0.075,0.028,0.132
"chr12-0062","chr12",6500001,6600000,"chr12-0062",0.06,-0.029,0.054,0.004,0.015
"chr12-0063","chr12",6600001,6650000,"chr12-0063",0.012,-0.057,-0.023,-0.066,-0.127
"chr12-0064","chr12",6650001,6700000,"chr12-0064",0.064,0.055,0.083,0.125,0.12
"chr12-0065","chr12",6700001,6750000,"chr12-0065",0.109,0.022,0.086,0.082,0.169
"chr12-0066","chr12",6750001,6800000,"chr12-0066",0.29,0.192,0.308,0.297,0.312
"chr12-0067","chr12",6800001,6850000,"chr12-0067",0.109,0.051,0.079,0.181,0.237
"chr12-0068","chr12",6850001,6900000,"chr12-0068",0.124,0.026,0.052,0.047,0.091
"chr12-0069","chr12",6900001,6950000,"chr12-0069",0.131,0.024,0.105,0.018,0.024
"chr12-0070","chr12",6950001,7000000,"chr12-0070",0.033,-0.055,0.018,-0.074,-0.115
"chr12-0071","chr12",7000001,7050000,"chr12-0071",0.058,0.023,0.075,0.013,0.057
"chr12-0072","chr12",7050001,7100000,"chr12-0072",-0.012,-0.111,-0.015,-0.103,-0.105
"chr12-0073","chr12",7100001,7150000,"chr12-0073",0.025,0.034,0.058,0.036,0.073
"chr12-0074","chr12",7150001,7189876,"chr12-0074",-0.11,-0.06,-0.155,-0.02,-0.041
"chr12-0075","chr12",7239877,7300000,"chr12-0075",0.044,-0.066,-0.005,-0.019,-0.065
"chr12-0076","chr12",7300001,7350000,"chr12-0076",0.019,0.041,0.095,0.008,-0.052
"chr12-0077","chr12",7350001,7750000,"chr12-0077",-0.078,-0.048,-0.178,-0.054,0.111
"chr12-0078","chr12",7750001,7850000,"chr12-0078",0.164,0.067,0.077,0.11,0.284
"chr12-0079","chr12",7850001,7900000,"chr12-0079",0.125,0.162,0.175,0.203,0.468
"chr12-0080","chr12",7900001,7950000,"chr12-0080",0.126,0.194,0.149,0.212,0.317
"chr12-0081","chr12",7950001,8050000,"chr12-0081",0.119,0.082,0.149,0.103,0.133
"chr12-0082","chr12",8050001,8150000,"chr12-0082",-0.029,0.101,0.095,0.178,0.225
"chr12-0083","chr12",8150001,8200000,"chr12-0083",0,-0.041,-0.056,0.045,0.049
"chr12-0084","chr12",8200001,8250000,"chr12-0084",-0.012,-0.096,-0.012,-0.009,0.086
"chr12-0085","chr12",8250001,8350000,"chr12-0085",-0.057,-0.039,-0.229,-0.106,-0.079
"chr12-0086","chr12",8350001,8400000,"chr12-0086",0.003,0.032,-0.02,-0.012,0.185
"chr12-0087","chr12",8400001,8550000,"chr12-0087",0.084,0.074,0.116,0.099,0.111
"chr12-0088","chr12",8550001,8600000,"chr12-0088",-0.173,-0.219,-0.371,-0.36,-0.416
"chr12-0089","chr12",8600001,8700000,"chr12-0089",-0.119,-0.082,-0.163,-0.166,-0.064
"chr12-0090","chr12",8700001,8800000,"chr12-0090",-0.123,0.004,-0.1,0.02,0.129
"chr12-0091","chr12",8800001,8850000,"chr12-0091",0.097,0.07,0.176,0.114,0.353
"chr12-0092","chr12",8850001,9000000,"chr12-0092",0.022,0.168,0.078,0.166,0.264
"chr12-0093","chr12",9000001,9200000,"chr12-0093",0.013,0.084,-0.021,0.036,0.096
"chr12-0094","chr12",9200001,9250000,"chr12-0094",0.153,0.153,0.167,0.053,0.039
"chr12-0095","chr12",9250001,9400000,"chr12-0095",-0.074,0.012,-0.13,0.01,0.039
"chr12-0096","chr12",9400001,9500000,"chr12-0096",-0.02,-0.037,-0.238,-0.054,-0.043
"chr12-0097","chr12",9500001,9600000,"chr12-0097",0.353,0.22,0.118,0.44,0.173
"chr12-0098","chr12",9600001,9650000,"chr12-0098",-0.036,-0.167,-0.002,-0.136,-0.397
"chr12-0099","chr12",9650001,9950000,"chr12-0099",0.067,-0.026,-0.046,-0.015,0.074
"chr12-0100","chr12",9950001,10150000,"chr12-0100",-0.137,0.033,-0.227,-0.109,-0.077
"chr12-0101","chr12",10150001,10200000,"chr12-0101",-0.311,-0.205,-0.386,-0.31,-0.173
"chr12-0102","chr12",10200001,10300000,"chr12-0102",-0.049,0.063,-0.149,-0.007,0.161
"chr12-0103","chr12",10300001,10350000,"chr12-0103",-0.085,0.051,-0.114,-0.057,0.152
"chr12-0104","chr12",10350001,10400000,"chr12-0104",0.049,-0.107,0.063,-0.008,-0.141
"chr12-0105","chr12",10400001,10600000,"chr12-0105",0.045,0.209,-0.098,0.109,0.198
"chr12-0106","chr12",10600001,10800000,"chr12-0106",-0.07,-0.113,-0.138,-0.057,-0.115
"chr12-0107","chr12",10800001,10900000,"chr12-0107",-0.046,-0.02,-0.053,-0.067,-0.007
"chr12-0108","chr12",10900001,11050000,"chr12-0108",-0.173,-0.036,-0.266,-0.041,-0.03
"chr12-0109","chr12",11050001,11200000,"chr12-0109",-0.127,0.026,-0.207,-0.064,0.069
"chr12-0110","chr12",11200001,11500000,"chr12-0110",-0.067,0.03,-0.092,0.013,0.078
"chr12-0111","chr12",11500001,11800000,"chr12-0111",-0.074,0.09,0.05,-0.126,-0.181
"chr12-0112","chr12",11800001,11850000,"chr12-0112",-0.047,-0.013,-0.082,-0.048,-0.03
"chr12-0113","chr12",11850001,11950000,"chr12-0113",-0.056,0.054,-0.054,0.051,0.098
"chr12-0114","chr12",11950001,12200000,"chr12-0114",-0.001,0.039,-0.106,0.038,0.144
"chr12-0115","chr12",12200001,12400000,"chr12-0115",-0.017,0.003,-0.074,0.039,0.193
"chr12-0116","chr12",12400001,12500000,"chr12-0116",0.011,0.124,0.063,0.075,0.102
"chr12-0117","chr12",12500001,12550000,"chr12-0117",-0.063,-0.03,-0.069,-0.052,-0.097
"chr12-0118","chr12",12550001,12750000,"chr12-0118",-0.046,0.018,-0.108,-0.05,0.023
"chr12-0119","chr12",12750001,12800000,"chr12-0119",0.011,0.044,0.034,0.032,0.013
"chr12-0120","chr12",12800001,12850000,"chr12-0120",-0.123,0.109,-0.195,-0.062,-0.074
"chr12-0121","chr12",12850001,12900000,"chr12-0121",0.071,0.074,0.074,0.073,0.082
"chr12-0122","chr12",12900001,13000000,"chr12-0122",-0.076,-0.105,-0.186,-0.107,-0.112
"chr12-0123","chr12",13000001,13050000,"chr12-0123",0.051,-0.022,0.09,0.053,0.093
"chr12-0124","chr12",13050001,13150000,"chr12-0124",0.021,0.037,-0.125,-0.036,0.099
"chr12-0125","chr12",13150001,13200000,"chr12-0125",-0.018,0.02,-0.016,-0.063,0.018
"chr12-0126","chr12",13200001,13300000,"chr12-0126",-0.018,0.022,-0.034,0.07,0.069
"chr12-0127","chr12",13300001,13400000,"chr12-0127",0.013,0.033,-0.047,0.136,0.21
"chr12-0128","chr12",13400001,14100000,"chr12-0128",-0.134,-0.01,-0.12,-0.022,-0.022
"chr12-0129","chr12",14100001,14150000,"chr12-0129",-0.058,-0.063,-0.067,-0.073,0.041
"chr12-0130","chr12",14150001,14500000,"chr12-0130",-0.037,0.048,-0.045,-0.021,-0.148
"chr12-0131","chr12",14500001,14700000,"chr12-0131",-0.068,0.005,-0.13,0.01,0.273
"chr12-0132","chr12",14700001,14900000,"chr12-0132",0.035,0.037,0.057,0.135,0.162
"chr12-0133","chr12",14900001,14950000,"chr12-0133",0.007,-0.112,-0.121,-0.175,-0.253
"chr12-0134","chr12",14950001,15000000,"chr12-0134",-0.088,-0.051,-0.164,-0.009,-0.127
"chr12-0135","chr12",15000001,15100000,"chr12-0135",-0.109,-0.028,-0.041,-0.093,0.17
"chr12-0136","chr12",15100001,15150000,"chr12-0136",-0.093,0.073,-0.122,0.011,0.085
"chr12-0137","chr12",15150001,15500000,"chr12-0137",-0.124,-0.064,-0.218,-0.207,-0.214
"chr12-0138","chr12",15500001,15900000,"chr12-0138",-0.026,0.095,-0.05,0.022,0.261
"chr12-0139","chr12",15900001,15950000,"chr12-0139",-0.035,0.065,0.047,-0.074,0.033
"chr12-0140","chr12",15950001,16050000,"chr12-0140",0.032,0.075,-0.023,0.096,0.173
"chr12-0141","chr12",16050001,16500000,"chr12-0141",-0.12,0.028,-0.23,-0.174,-0.03
"chr12-0142","chr12",16500001,16750000,"chr12-0142",-0.163,-0.02,-0.144,-0.063,0.036
"chr12-0143","chr12",16750001,16800000,"chr12-0143",-0.061,0.067,0.017,0.019,0.054
"chr12-0144","chr12",16800001,18700000,"chr12-0144",-0.077,0.056,-0.248,-0.03,0.035
"chr12-0145","chr12",18700001,19250000,"chr12-0145",-0.064,0.033,-0.169,-0.023,-0.058
"chr12-0146","chr12",19250001,19550000,"chr12-0146",0.028,0.212,0.015,0.177,0.25
"chr12-0147","chr12",19550001,19600000,"chr12-0147",0.191,0.137,0.181,0.224,0.366
"chr12-0148","chr12",19600001,20050000,"chr12-0148",0.056,0.173,0.204,0.168,0.317
"chr12-0149","chr12",20050001,20500000,"chr12-0149",-0.097,0.017,-0.154,-0.103,0
"chr12-0150","chr12",20500001,20550000,"chr12-0150",-0.022,0.027,0.073,0.001,0.106
"chr12-0151","chr12",20550001,20850000,"chr12-0151",0.082,0.109,-0.044,-0.026,0.193
"chr12-0152","chr12",20850001,21650000,"chr12-0152",-0.04,-0.034,-0.162,-0.117,0.121
