"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr10-006","chr10",5000001,6000000,"chr10-006",0.029,0.011,0.031,0.027,0.018
"chr10-007","chr10",6000001,7000000,"chr10-007",0.066,0.048,0.087,0.074,0.106
"chr10-008","chr10",7000001,8000000,"chr10-008",0.061,0.038,0.076,0.065,0.105
"chr10-009","chr10",8000001,9000000,"chr10-009",0.006,0.025,0.041,0.054,0.102
"chr10-010","chr10",9000001,10000000,"chr10-010",0.004,0.027,-0.082,-0.07,0.042
"chr10-011","chr10",10000001,11000000,"chr10-011",-0.048,0.026,-0.07,-0.003,0.053
"chr10-012","chr10",11000001,12000000,"chr10-012",-0.006,0.008,-0.013,0.023,0.03
"chr10-013","chr10",12000001,13000000,"chr10-013",0.065,0.064,0.082,0.088,0.177
"chr10-014","chr10",13000001,14000000,"chr10-014",0.049,0.043,0.076,0.078,0.121
"chr10-015","chr10",14000001,15000000,"chr10-015",0.017,0.02,0.035,0.056,0.099
"chr10-016","chr10",15000001,16000000,"chr10-016",0.038,0.041,0.053,0.051,0.111
"chr10-017","chr10",16000001,17000000,"chr10-017",0.015,0.064,0.014,0.049,0.113
"chr10-018","chr10",17000001,17974675,"chr10-018",0.016,0.037,0.065,0.067,0.124
"chr10-019","chr10",18024676,19000000,"chr10-019",0.012,0.045,-0.014,0.038,0.087
"chr10-020","chr10",19000001,20000000,"chr10-020",-0.091,0.033,-0.094,-0.015,0.081
"chr10-021","chr10",20000001,21000000,"chr10-021",0.065,0.063,0.041,0.071,0.062
"chr10-022","chr10",21000001,22000000,"chr10-022",0.064,0.077,0.094,0.082,0.13
"chr10-023","chr10",22000001,23000000,"chr10-023",0.019,0.04,0.031,0.007,0.084
"chr10-024","chr10",23000001,24000000,"chr10-024",-0.005,0.036,0.041,0.045,0.08
"chr10-025","chr10",24000001,25000000,"chr10-025",0.022,0.072,0.026,0.078,0.152
"chr10-026","chr10",25000001,26000000,"chr10-026",-0.009,-0.03,0.014,-0.009,0.037
"chr10-027","chr10",26000001,27000000,"chr10-027",0.025,-0.002,0.004,0.01,0.016
"chr10-028","chr10",27000001,28000000,"chr10-028",0.049,0.039,0.087,0.06,0.131
"chr10-029","chr10",28000001,29000000,"chr10-029",0.047,0.068,0.097,0.067,0.175
"chr10-030","chr10",29000001,30000000,"chr10-030",0.049,0.04,0.046,0.057,0.105
"chr10-031","chr10",30000001,31000000,"chr10-031",0.058,0.058,0.085,0.106,0.123
"chr10-032","chr10",31000001,32000000,"chr10-032",0.023,0,0.036,0.006,-0.013
"chr10-033","chr10",32000001,33000000,"chr10-033",0.053,0.056,0.094,0.11,0.164
"chr10-034","chr10",33000001,34000000,"chr10-034",-0.013,0.017,0.008,0.017,0.073
"chr10-035","chr10",34000001,35000000,"chr10-035",0.015,0.075,-0.046,0.086,0.132
"chr10-036","chr10",35000001,36000000,"chr10-036",0.076,0.089,0.12,0.114,0.167
"chr10-037","chr10",36000001,37000000,"chr10-037",0.049,0.088,0.012,0.093,0.187
"chr10-038","chr10",37000001,38000000,"chr10-038",0.01,-0.012,-0.063,-0.064,-0.018
"chr10-039","chr10",38000001,38818835,"chr10-039",-0.04,-0.041,-0.004,-0.108,-0.095
"chr10-040","chr10",38868836,39154935,"chr10-040",-0.045,0.034,0.055,0.042,0.047
"chr10-041","chr10",42596688,43000000,"chr10-041",0.113,0.073,0.111,0.005,0.007
"chr10-042","chr10",43000001,44000000,"chr10-042",0.064,0.002,0.126,0.003,-0.053
"chr10-043","chr10",44000001,45000000,"chr10-043",0.006,0.007,0.004,-0.007,-0.004
"chr10-044","chr10",45000001,46000000,"chr10-044",0.013,-0.051,0.011,-0.043,-0.086
"chr10-045","chr10",46000001,46426964,"chr10-045",0.028,0.062,0.101,0.023,0.093
"chr10-046","chr10",46476965,47000000,"chr10-046",0.085,0.044,0.139,0.037,0.111
"chr10-047","chr10",47000001,47429169,"chr10-047",0.049,0.056,0.035,0.02,0.099
"chr10-048","chr10",47529170,47792476,"chr10-048",0,-0.093,-0.061,-0.058,-0.104
"chr10-049","chr10",48105708,49095536,"chr10-049",-0.041,-0.116,-0.056,-0.125,-0.15
"chr10-050","chr10",49195537,50000000,"chr10-050",-0.023,-0.069,-0.039,-0.08,-0.136
"chr10-051","chr10",50000001,51137410,"chr10-051",-0.027,-0.078,-0.029,-0.09,-0.145
"chr10-052","chr10",51448846,52000000,"chr10-052",0.027,0.058,0.055,-0.007,-0.02
"chr10-053","chr10",52000001,53000000,"chr10-053",-0.054,-0.027,-0.053,-0.04,-0.041
"chr10-054","chr10",53000001,54000000,"chr10-054",-0.099,0.001,-0.209,-0.247,-0.152
"chr10-055","chr10",54000001,55000000,"chr10-055",-0.103,-0.078,-0.126,-0.108,-0.133
"chr10-056","chr10",55000001,56000000,"chr10-056",-0.145,-0.065,-0.223,-0.211,-0.098
"chr10-057","chr10",56000001,57000000,"chr10-057",-0.183,-0.142,-0.309,-0.248,-0.166
"chr10-058","chr10",57000001,58000000,"chr10-058",-0.028,-0.077,-0.175,-0.149,-0.115
"chr10-059","chr10",58000001,59000000,"chr10-059",-0.07,-0.009,-0.115,-0.205,-0.118
"chr10-060","chr10",59000001,60000000,"chr10-060",-0.071,0.037,-0.175,-0.105,-0.102
"chr10-061","chr10",60000001,61000000,"chr10-061",-0.033,0.023,-0.032,-0.043,-0.029
"chr10-062","chr10",61000001,62000000,"chr10-062",-0.021,0.059,-0.032,0.042,0.067
"chr10-063","chr10",62000001,63000000,"chr10-063",-0.066,-0.014,-0.116,-0.08,-0.053
"chr10-064","chr10",63000001,64000000,"chr10-064",-0.06,-0.013,-0.095,-0.069,-0.031
"chr10-065","chr10",64000001,65000000,"chr10-065",-0.006,0.001,-0.01,-0.009,-0.037
"chr10-066","chr10",65000001,66000000,"chr10-066",-0.018,0.006,-0.017,-0.016,0.044
"chr10-067","chr10",66000001,67000000,"chr10-067",-0.127,-0.01,-0.097,0.004,-0.009
"chr10-068","chr10",67000001,68000000,"chr10-068",-0.08,-0.035,-0.164,-0.114,-0.044
"chr10-069","chr10",68000001,69000000,"chr10-069",-0.131,-0.01,-0.218,-0.128,-0.038
"chr10-070","chr10",69000001,70000000,"chr10-070",0.034,0.049,0.007,0.08,0.172
"chr10-071","chr10",70000001,71000000,"chr10-071",0.1,0.079,0.145,0.097,0.166
"chr10-072","chr10",71000001,72000000,"chr10-072",0.007,-0.058,0.001,-0.031,-0.086
"chr10-073","chr10",72000001,73000000,"chr10-073",0.021,-0.047,0.018,-0.028,-0.087
"chr10-074","chr10",73000001,74000000,"chr10-074",0.041,-0.038,0.021,-0.023,-0.067
"chr10-075","chr10",74000001,75000000,"chr10-075",0.083,0.057,0.116,0.075,0.12
"chr10-076","chr10",75000001,76000000,"chr10-076",0.047,0.028,0.06,0.051,0.084
"chr10-077","chr10",76000001,77000000,"chr10-077",0.061,0.041,0.072,0.037,0.113
"chr10-078","chr10",77000001,78000000,"chr10-078",0.048,0.029,0.041,0.062,0.015
"chr10-079","chr10",78000001,79000000,"chr10-079",-0.043,-0.009,-0.05,-0.043,-0.049
"chr10-080","chr10",79000001,80000000,"chr10-080",0.034,-0.012,0.029,0.01,-0.002
"chr10-081","chr10",80000001,81000000,"chr10-081",0.006,-0.097,-0.056,-0.113,-0.179
"chr10-082","chr10",81000001,82000000,"chr10-082",0.037,-0.056,0.014,-0.072,-0.108
"chr10-083","chr10",82000001,83000000,"chr10-083",0.007,0.028,0.028,0.03,-0.008
"chr10-084","chr10",83000001,84000000,"chr10-084",-0.066,0.005,-0.017,-0.017,0.015
"chr10-085","chr10",84000001,85000000,"chr10-085",-0.071,-0.034,-0.162,-0.059,-0.033
"chr10-086","chr10",85000001,86000000,"chr10-086",-0.079,-0.044,-0.087,-0.09,-0.07
"chr10-087","chr10",86000001,87000000,"chr10-087",-0.038,0.012,-0.055,-0.008,0.012
"chr10-088","chr10",87000001,88000000,"chr10-088",-0.053,-0.086,-0.087,-0.087,-0.138
"chr10-089","chr10",88000001,89000000,"chr10-089",0.064,0.005,0.088,0.003,-0.021
"chr10-090","chr10",89000001,90000000,"chr10-090",-0.006,0.013,-0.007,-0.056,-0.036
"chr10-091","chr10",90000001,91000000,"chr10-091",-0.086,-0.03,-0.151,-0.1,-0.088
"chr10-092","chr10",91000001,92000000,"chr10-092",-0.027,0.002,-0.023,-0.02,-0.007
"chr10-093","chr10",92000001,93000000,"chr10-093",-0.06,-0.008,-0.058,-0.083,-0.048
"chr10-094","chr10",93000001,94000000,"chr10-094",-0.017,0.028,-0.001,-0.007,0.069
"chr10-095","chr10",94000001,95000000,"chr10-095",0.042,0.031,0.069,0.04,0.068
"chr10-096","chr10",95000001,96000000,"chr10-096",0.004,0.027,0.013,0.028,0.05
"chr10-097","chr10",96000001,97000000,"chr10-097",0.032,0.041,0.051,0.025,0.068
"chr10-098","chr10",97000001,98000000,"chr10-098",-0.008,-0.012,-0.022,-0.031,0.021
"chr10-099","chr10",98000001,99000000,"chr10-099",0.035,0.042,0.031,0.043,0.035
"chr10-100","chr10",99000001,100000000,"chr10-100",0.058,0.013,0.108,0.039,0.053
"chr10-101","chr10",100000001,101000000,"chr10-101",-0.015,-0.079,-0.059,-0.068,-0.055
"chr10-102","chr10",101000001,102000000,"chr10-102",0.04,0.013,0.072,0.028,0.064
"chr10-103","chr10",102000001,103000000,"chr10-103",0.054,-0.034,0.092,-0.014,-0.078
"chr10-104","chr10",103000001,104000000,"chr10-104",0.063,0.014,0.099,0.012,0.001
"chr10-105","chr10",104000001,105000000,"chr10-105",0.092,0.012,0.117,0.053,0.036
"chr10-106","chr10",105000001,106000000,"chr10-106",0.054,-0.011,0.054,0,0.009
"chr10-107","chr10",106000001,107000000,"chr10-107",-0.032,-0.075,-0.024,-0.055,-0.097
"chr10-108","chr10",107000001,108000000,"chr10-108",-0.132,0.007,-0.209,-0.103,-0.044
"chr10-109","chr10",108000001,109000000,"chr10-109",-0.117,0.025,-0.108,-0.018,-0.002
"chr10-110","chr10",109000001,110000000,"chr10-110",-0.073,-0.033,-0.115,-0.13,-0.092
"chr10-111","chr10",110000001,111000000,"chr10-111",-0.107,-0.022,-0.167,-0.178,-0.106
"chr10-112","chr10",111000001,112000000,"chr10-112",0.051,0.033,0.045,0.066,0.059
"chr10-113","chr10",112000001,113000000,"chr10-113",-0.003,-0.02,0.008,-0.026,-0.035
"chr10-114","chr10",113000001,114000000,"chr10-114",-0.113,0.01,-0.17,-0.107,-0.105
"chr10-115","chr10",114000001,115000000,"chr10-115",0.014,0.021,-0.003,0.022,0.045
"chr10-116","chr10",115000001,116000000,"chr10-116",0.015,0.008,0.015,0.047,0.066
"chr10-117","chr10",116000001,117000000,"chr10-117",-0.008,0.017,0.011,0.019,0.052
"chr10-118","chr10",117000001,118000000,"chr10-118",-0.062,-0.026,-0.084,-0.094,-0.058
"chr10-119","chr10",118000001,119000000,"chr10-119",-0.014,-0.037,-0.015,-0.066,-0.081
"chr10-120","chr10",119000001,120000000,"chr10-120",0.011,-0.015,0.028,-0.013,-0.011
"chr10-121","chr10",120000001,121000000,"chr10-121",0.051,0.029,0.079,0.06,0.112
"chr10-122","chr10",121000001,122000000,"chr10-122",0.054,0.003,0.062,0.044,0.042
"chr10-123","chr10",122000001,123000000,"chr10-123",-0.005,-0.038,-0.051,-0.085,-0.095
"chr10-124","chr10",123000001,124000000,"chr10-124",0.041,0.049,0.057,0.033,0.028
"chr10-125","chr10",124000001,125000000,"chr10-125",-0.003,-0.038,0.004,-0.059,-0.113
"chr10-126","chr10",125000001,125869472,"chr10-126",-0.021,-0.038,-0.006,-0.04,-0.053
"chr10-127","chr10",125919473,126000000,"chr10-127",0.052,-0.052,-0.021,-0.08,-0.198
"chr10-128","chr10",126000001,127000000,"chr10-128",0.06,-0.004,0.065,0.016,-0.013
"chr10-129","chr10",127000001,128000000,"chr10-129",0.015,0.039,0.02,0.019,0.069
"chr10-130","chr10",128000001,128616069,"chr10-130",-0.041,-0.035,-0.033,-0.038,-0.028
"chr10-131","chr10",128766070,129000000,"chr10-131",0.016,-0.003,0.037,0.026,0.001
"chr10-132","chr10",129000001,130000000,"chr10-132",0.035,0.022,0.026,0.007,0
"chr10-133","chr10",130000001,131000000,"chr10-133",-0.034,-0.015,-0.079,-0.034,-0.063
"chr10-134","chr10",131000001,132000000,"chr10-134",0.019,-0.035,-0.011,-0.026,-0.064
"chr10-135","chr10",132000001,133000000,"chr10-135",0.027,-0.051,-0.03,-0.067,-0.124
"chr10-136","chr10",133000001,133381404,"chr10-136",-0.029,-0.089,-0.058,-0.09,-0.146
"chr10-137","chr10",133431405,133677527,"chr10-137",0.071,-0.057,0.029,-0.056,-0.156
"chr10-138","chr10",133727528,134000000,"chr10-138",0.085,0.033,0.095,0.033,0.004
"chr10-139","chr10",134000001,135000000,"chr10-139",0.099,0.035,0.155,0.057,-0.046
"chr10-140","chr10",135000001,135524747,"chr10-140",0.099,0.071,0.178,0.09,0.014
"chr11-001","chr11",60001,1000000,"chr11-001",0.136,0.101,0.232,0.127,0.052
"chr11-002","chr11",1000001,1162759,"chr11-002",0.111,0.102,0.205,0.128,-0.103
"chr11-003","chr11",1212760,2000000,"chr11-003",0.141,0.095,0.215,0.114,-0.038
"chr11-004","chr11",2000001,3000000,"chr11-004",0.094,0.004,0.14,0.029,-0.089
"chr11-005","chr11",3000001,4000000,"chr11-005",0.086,0.01,0.116,0.038,0.009
"chr11-006","chr11",4000001,5000000,"chr11-006",-0.107,-0.088,-0.128,-0.104,-0.086
"chr11-007","chr11",5000001,6000000,"chr11-007",-0.066,-0.021,-0.121,-0.062,-0.028
"chr11-008","chr11",6000001,7000000,"chr11-008",-0.015,-0.041,-0.01,-0.057,-0.074
"chr11-009","chr11",7000001,8000000,"chr11-009",-0.019,-0.054,-0.047,-0.04,-0.06
"chr11-010","chr11",8000001,9000000,"chr11-010",0.024,-0.024,0.031,0.002,-0.014
"chr11-011","chr11",9000001,10000000,"chr11-011",0.075,0.073,0.115,0.105,0.176
"chr11-012","chr11",10000001,11000000,"chr11-012",0.031,-0.029,0.021,-0.02,-0.049
"chr11-013","chr11",11000001,12000000,"chr11-013",-0.028,-0.024,-0.047,-0.037,-0.1
"chr11-014","chr11",12000001,13000000,"chr11-014",0.016,-0.004,-0.004,0.023,0.021
"chr11-015","chr11",13000001,14000000,"chr11-015",-0.021,-0.02,-0.022,-0.017,0.036
"chr11-016","chr11",14000001,15000000,"chr11-016",-0.009,-0.038,-0.031,-0.077,-0.04
"chr11-017","chr11",15000001,16000000,"chr11-017",-0.059,-0.045,-0.09,-0.091,-0.128
"chr11-018","chr11",16000001,17000000,"chr11-018",-0.01,-0.024,-0.028,-0.029,-0.047
"chr11-019","chr11",17000001,18000000,"chr11-019",0.024,-0.015,0.06,-0.01,-0.024
"chr11-020","chr11",18000001,19000000,"chr11-020",0.02,0.007,0.03,0.006,0.003
"chr11-021","chr11",19000001,20000000,"chr11-021",-0.021,-0.023,-0.028,-0.013,-0.032
"chr11-022","chr11",20000001,21000000,"chr11-022",0.004,-0.01,0.015,-0.048,-0.05
"chr11-023","chr11",21000001,22000000,"chr11-023",-0.239,-0.108,-0.201,-0.143,-0.088
"chr11-024","chr11",22000001,23000000,"chr11-024",-0.098,-0.105,-0.173,-0.166,-0.155
"chr11-025","chr11",23000001,24000000,"chr11-025",-0.046,-0.006,-0.074,-0.076,-0.096
"chr11-026","chr11",24000001,25000000,"chr11-026",-0.077,0.006,-0.22,-0.136,-0.076
"chr11-027","chr11",25000001,26000000,"chr11-027",-0.101,-0.041,-0.041,-0.147,-0.115
"chr11-028","chr11",26000001,27000000,"chr11-028",-0.076,0.039,-0.126,-0.056,-0.044
"chr11-029","chr11",27000001,28000000,"chr11-029",-0.05,-0.046,-0.087,-0.055,-0.037
"chr11-030","chr11",28000001,29000000,"chr11-030",-0.128,-0.069,-0.213,-0.177,-0.146
"chr11-031","chr11",29000001,30000000,"chr11-031",-0.198,-0.062,-0.3,-0.198,-0.176
"chr11-032","chr11",30000001,31000000,"chr11-032",-0.011,0.006,0.001,-0.011,0.027
"chr11-033","chr11",31000001,32000000,"chr11-033",-0.005,-0.081,-0.044,-0.096,-0.115
"chr11-034","chr11",32000001,33000000,"chr11-034",0.027,-0.011,0.033,0.018,0.045
"chr11-035","chr11",33000001,34000000,"chr11-035",0.038,0.041,0.082,0.073,0.068
"chr11-036","chr11",34000001,35000000,"chr11-036",0.033,0.002,0.022,0.019,0.015
"chr11-037","chr11",35000001,36000000,"chr11-037",-0.024,-0.001,-0.034,-0.008,-0.025
"chr11-038","chr11",36000001,37000000,"chr11-038",-0.006,-0.02,-0.02,-0.015,0.005
"chr11-039","chr11",37000001,38000000,"chr11-039",-0.109,-0.1,-0.21,-0.254,-0.346
"chr11-040","chr11",38000001,39000000,"chr11-040",-0.029,-0.076,-0.188,-0.166,-0.159
"chr11-041","chr11",39000001,40000000,"chr11-041",-0.026,0.022,-0.14,-0.165,-0.096
"chr11-042","chr11",40000001,41000000,"chr11-042",-0.138,-0.064,-0.129,-0.109,-0.002
"chr11-043","chr11",41000001,42000000,"chr11-043",-0.111,-0.047,-0.195,-0.127,-0.043
"chr11-044","chr11",42000001,43000000,"chr11-044",-0.084,-0.032,-0.184,-0.1,-0.119
"chr11-045","chr11",43000001,44000000,"chr11-045",-0.006,-0.01,-0.006,-0.016,-0.021
"chr11-046","chr11",44000001,45000000,"chr11-046",0.037,-0.048,-0.003,-0.012,-0.04
"chr11-047","chr11",45000001,46000000,"chr11-047",0.035,-0.04,0.032,-0.009,-0.053
"chr11-048","chr11",46000001,47000000,"chr11-048",0.096,0.043,0.114,0.077,0.068
"chr11-049","chr11",47000001,48000000,"chr11-049",0.107,0.065,0.132,0.085,0.085
"chr11-050","chr11",48000001,49000000,"chr11-050",0.032,0.026,0.052,0.079,0.112
"chr11-051","chr11",49000001,50000000,"chr11-051",-0.014,-0.025,0.009,-0.071,-0.02
"chr11-052","chr11",50000001,50783853,"chr11-052",0,0.052,0.013,-0.032,0.04
"chr11-053","chr11",54694206,56000000,"chr11-053",-0.151,-0.128,-0.265,-0.204,-0.272
"chr11-054","chr11",56000001,57000000,"chr11-054",-0.141,-0.068,-0.276,-0.185,-0.183
"chr11-055","chr11",57000001,58000000,"chr11-055",0.051,0.005,0.071,0.037,0.052
"chr11-056","chr11",58000001,59000000,"chr11-056",-0.063,-0.059,-0.107,-0.099,-0.122
"chr11-057","chr11",59000001,60000000,"chr11-057",-0.02,0.003,-0.021,0.003,0.06
"chr11-058","chr11",60000001,61000000,"chr11-058",0.003,-0.017,-0.002,-0.024,-0.049
"chr11-059","chr11",61000001,62000000,"chr11-059",0.085,0.002,0.102,0.031,-0.006
"chr11-060","chr11",62000001,63000000,"chr11-060",0.094,0.008,0.116,0.044,0.015
"chr11-061","chr11",63000001,64000000,"chr11-061",0.104,0.047,0.175,0.087,0.054
"chr11-062","chr11",64000001,65000000,"chr11-062",0.117,0.025,0.155,0.06,-0.006
"chr11-063","chr11",65000001,66000000,"chr11-063",0.111,0.045,0.166,0.064,0.022
"chr11-064","chr11",66000001,67000000,"chr11-064",0.094,0.017,0.149,0.052,0.005
"chr11-065","chr11",67000001,68000000,"chr11-065",0.115,0.051,0.184,0.077,0.008
"chr11-066","chr11",68000001,69000000,"chr11-066",0.125,0.038,0.144,0.073,0.032
"chr11-067","chr11",69000001,69089801,"chr11-067",0.045,-0.107,-0.062,-0.087,-0.131
"chr11-068","chr11",69139802,69724695,"chr11-068",0.086,0.01,0.087,0.037,-0.02
"chr11-069","chr11",69774696,70000000,"chr11-069",0.092,-0.047,0.028,0.003,-0.056
"chr11-070","chr11",70000001,71000000,"chr11-070",0.07,-0.02,0.06,0.017,-0.024
"chr11-071","chr11",71000001,72000000,"chr11-071",0.03,-0.025,0.027,-0.021,-0.038
"chr11-072","chr11",72000001,73000000,"chr11-072",0.053,-0.016,0.06,0.015,-0.018
"chr11-073","chr11",73000001,74000000,"chr11-073",0.033,-0.015,0.057,0.019,0.026
"chr11-074","chr11",74000001,75000000,"chr11-074",0.005,-0.032,0.029,-0.008,-0.001
"chr11-075","chr11",75000001,76000000,"chr11-075",0.054,-0.03,0.049,0.012,-0.018
"chr11-076","chr11",76000001,77000000,"chr11-076",0.034,-0.046,0.032,-0.018,-0.057
"chr11-077","chr11",77000001,78000000,"chr11-077",0.061,0.044,0.109,0.091,0.145
"chr11-078","chr11",78000001,79000000,"chr11-078",-0.009,0.011,-0.024,0.015,0.037
"chr11-079","chr11",79000001,80000000,"chr11-079",0.026,0,0.027,-0.015,-0.004
"chr11-080","chr11",80000001,81000000,"chr11-080",-0.113,-0.019,-0.182,-0.062,-0.027
"chr11-081","chr11",81000001,82000000,"chr11-081",-0.031,0.063,0.022,-0.032,0.041
"chr11-082","chr11",82000001,83000000,"chr11-082",0.014,-0.041,0.021,-0.022,-0.024
"chr11-083","chr11",83000001,84000000,"chr11-083",-0.063,-0.018,-0.147,-0.018,-0.013
"chr11-084","chr11",84000001,85000000,"chr11-084",-0.075,0.027,-0.197,-0.127,-0.108
"chr11-085","chr11",85000001,86000000,"chr11-085",-0.004,0.014,-0.032,-0.016,0.006
"chr11-086","chr11",86000001,87000000,"chr11-086",0.007,0.014,0.001,-0.015,0.002
"chr11-087","chr11",87000001,87688378,"chr11-087",0.036,0.048,0.013,0.052,0.091
"chr11-088","chr11",87738379,88000000,"chr11-088",-0.071,-0.063,-0.156,-0.149,-0.194
"chr11-089","chr11",88000001,89000000,"chr11-089",-0.034,0.008,-0.074,-0.061,-0.03
"chr11-090","chr11",89000001,90000000,"chr11-090",-0.091,-0.039,-0.166,-0.153,-0.112
"chr11-091","chr11",90000001,91000000,"chr11-091",-0.129,-0.091,-0.224,-0.132,-0.155
"chr11-092","chr11",91000001,92000000,"chr11-092",-0.071,0.004,-0.018,-0.034,-0.02
"chr11-093","chr11",92000001,93000000,"chr11-093",-0.045,-0.021,-0.106,-0.101,-0.113
"chr11-094","chr11",93000001,94000000,"chr11-094",-0.011,-0.014,-0.012,-0.016,-0.039
"chr11-095","chr11",94000001,95000000,"chr11-095",-0.011,0.004,-0.032,-0.03,-0.023
"chr11-096","chr11",95000001,96000000,"chr11-096",-0.018,-0.013,-0.053,-0.019,-0.005
"chr11-097","chr11",96000001,96287584,"chr11-097",-0.006,-0.034,-0.039,-0.087,-0.108
"chr11-098","chr11",96437585,97000000,"chr11-098",-0.014,0.089,-0.199,-0.101,-0.028
"chr11-099","chr11",97000001,98000000,"chr11-099",-0.193,-0.176,-0.25,-0.244,-0.198
"chr11-100","chr11",98000001,99000000,"chr11-100",-0.05,-0.057,-0.072,-0.115,-0.126
"chr11-101","chr11",99000001,100000000,"chr11-101",-0.156,-0.077,-0.321,-0.226,-0.116
"chr11-102","chr11",100000001,101000000,"chr11-102",-0.006,0.05,-0.028,-0.011,0.09
"chr11-103","chr11",101000001,102000000,"chr11-103",-0.022,-0.026,-0.046,-0.047,-0.052
"chr11-104","chr11",102000001,103000000,"chr11-104",-0.023,0.004,-0.085,-0.019,0.022
"chr11-105","chr11",103000001,104000000,"chr11-105",-0.041,-0.008,-0.111,-0.048,-0.019
"chr11-106","chr11",104000001,105000000,"chr11-106",-0.094,-0.04,-0.14,-0.094,-0.065
"chr11-107","chr11",105000001,106000000,"chr11-107",-0.059,-0.067,-0.153,-0.149,-0.086
"chr11-108","chr11",106000001,107000000,"chr11-108",-0.047,-0.023,-0.074,-0.066,-0.051
"chr11-109","chr11",107000001,108000000,"chr11-109",0.024,0.039,0.096,0.042,0.089
"chr11-110","chr11",108000001,109000000,"chr11-110",0,0.018,-0.03,0.031,0.083
"chr11-111","chr11",109000001,110000000,"chr11-111",-0.053,0.017,-0.037,-0.053,-0.039
"chr11-112","chr11",110000001,111000000,"chr11-112",-0.025,-0.002,0.022,0.004,0.068
"chr11-113","chr11",111000001,112000000,"chr11-113",0.019,-0.005,0.013,0.008,0.014
"chr11-114","chr11",112000001,113000000,"chr11-114",0.009,-0.011,-0.01,-0.003,0.048
"chr11-115","chr11",113000001,114000000,"chr11-115",0.003,-0.017,0.035,-0.005,0.013
"chr11-116","chr11",114000001,115000000,"chr11-116",0.012,-0.008,-0.013,-0.008,-0.02
"chr11-117","chr11",115000001,116000000,"chr11-117",-0.025,-0.033,-0.065,-0.025,-0.073
"chr11-118","chr11",116000001,117000000,"chr11-118",0.036,-0.01,0.006,0.005,0.01
"chr11-119","chr11",117000001,118000000,"chr11-119",0.066,-0.004,0.055,0.017,-0.022
"chr11-120","chr11",118000001,119000000,"chr11-120",0.064,0.012,0.092,0.034,0.004
"chr11-121","chr11",119000001,120000000,"chr11-121",0.045,-0.05,0.038,-0.004,-0.049
"chr11-122","chr11",120000001,121000000,"chr11-122",0.021,-0.012,-0.003,-0.013,-0.013
"chr11-123","chr11",121000001,122000000,"chr11-123",-0.025,0.002,-0.066,-0.018,-0.006
"chr11-124","chr11",122000001,123000000,"chr11-124",0.02,0.037,0.038,0.079,0.127
"chr11-125","chr11",123000001,124000000,"chr11-125",-0.009,0.011,-0.006,-0.006,0.015
"chr11-126","chr11",124000001,125000000,"chr11-126",-0.002,-0.053,-0.043,-0.075,-0.107
"chr11-127","chr11",125000001,126000000,"chr11-127",0.019,-0.004,0.021,0.02,0.007
"chr11-128","chr11",126000001,127000000,"chr11-128",0.027,-0.036,0.014,-0.031,-0.042
"chr11-129","chr11",127000001,128000000,"chr11-129",-0.116,-0.082,-0.209,-0.069,-0.069
"chr11-130","chr11",128000001,129000000,"chr11-130",-0.026,-0.043,-0.05,-0.035,-0.038
"chr11-131","chr11",129000001,130000000,"chr11-131",0.051,0.044,0.043,0.051,0.076
"chr11-132","chr11",130000001,131000000,"chr11-132",0.028,0.003,0.019,0.016,0.008
"chr11-133","chr11",131000001,132000000,"chr11-133",-0.015,-0.003,-0.047,-0.021,-0.024
"chr11-134","chr11",132000001,133000000,"chr11-134",-0.033,-0.055,-0.041,-0.031,-0.068
