"","Chromosome","Start","End","Feature","205122170045_R04C01","205122170071_R01C01","205125590021_R02C01","205125590067_R07C01","205125590068_R01C01","205128000076_R07C01","205240110063_R01C01","205243940036_R02C01","205243940046_R04C01","205243940058_R04C01","205243940065_R07C01","205243940107_R05C01","205289430139_R07C01"
"chr9-081","chr9",102000001,103000000,"chr9-081",-0.083,-0.143,0.151,-0.015,-0.002,-0.01,0.129,0.048,0.02,-0.059,0.008,-0.011,0.065
"chr9-082","chr9",103000001,104000000,"chr9-082",-0.2,-0.222,0.045,-0.084,-0.07,-0.094,0.058,-0.026,-0.016,-0.129,-0.139,-0.157,-0.005
"chr9-083","chr9",104000001,105000000,"chr9-083",-0.027,-0.172,0.145,0.032,-0.005,0.028,0.05,0.025,0.065,-0.035,0.007,0.003,0.031
"chr9-084","chr9",105000001,106000000,"chr9-084",-0.102,-0.165,0.121,-0.12,-0.045,0.007,-0.049,0.027,0.106,-0.032,-0.013,0.029,0.127
"chr9-085","chr9",106000001,107000000,"chr9-085",0.032,0.136,0.278,0.093,0.099,0.012,0.269,0.133,0.141,-0.052,0.434,0.142,0.276
"chr9-086","chr9",107000001,108000000,"chr9-086",-0.17,-0.22,0.132,-0.099,-0.082,-0.075,0.089,-0.059,-0.012,-0.11,0.097,-0.12,-0.104
"chr9-087","chr9",108000001,109000000,"chr9-087",-0.159,-0.208,0.104,-0.038,-0.05,-0.029,0.073,-0.023,-0.015,-0.045,0.116,-0.138,-0.055
"chr9-088","chr9",109000001,110000000,"chr9-088",-0.073,-0.177,0.161,-0.04,-0.03,-0.014,0.124,0.009,0.039,-0.04,0.012,-0.013,-0.002
"chr9-089","chr9",110000001,111000000,"chr9-089",-0.165,-0.182,0.082,-0.08,-0.081,-0.061,0.109,-0.06,-0.026,-0.102,-0.137,-0.142,-0.026
"chr9-090","chr9",111000001,112000000,"chr9-090",-0.1,-0.158,0.131,-0.017,-0.045,-0.022,0.139,0.006,0.04,-0.066,-0.065,-0.037,0.046
"chr9-091","chr9",112000001,113000000,"chr9-091",-0.148,-0.13,0.117,-0.051,-0.059,-0.05,0.09,-0.008,-0.007,-0.079,-0.11,-0.08,-0.015
"chr9-092","chr9",113000001,114000000,"chr9-092",-0.174,-0.207,0.156,-0.118,-0.089,-0.041,0.153,0.017,0.003,-0.069,-0.089,-0.117,0.018
"chr9-093","chr9",114000001,115000000,"chr9-093",-0.264,-0.275,0.072,-0.169,-0.151,-0.088,0.115,-0.098,-0.051,-0.168,-0.285,-0.261,-0.147
"chr9-094","chr9",115000001,116000000,"chr9-094",-0.21,-0.146,-0.004,-0.083,-0.073,-0.089,0.021,-0.04,-0.052,-0.119,-0.079,-0.171,-0.013
"chr9-095","chr9",116000001,117000000,"chr9-095",-0.171,-0.108,-0.243,-0.046,-0.077,-0.098,-0.25,-0.058,-0.007,-0.127,-0.074,-0.103,-0.017
"chr9-096","chr9",117000001,118000000,"chr9-096",-0.14,-0.161,-0.194,-0.044,-0.064,-0.08,-0.231,-0.045,-0.018,-0.102,-0.086,-0.064,-0.01
"chr9-097","chr9",118000001,119000000,"chr9-097",-0.053,-0.324,-0.075,0.028,0.002,0.022,-0.282,0.052,0.044,0.023,-0.057,-0.032,-0.021
"chr9-098","chr9",119000001,120000000,"chr9-098",-0.083,-0.279,-0.202,-0.061,-0.048,-0.02,-0.359,-0.014,0.004,-0.038,-0.163,-0.04,-0.01
"chr9-099","chr9",120000001,121000000,"chr9-099",-0.09,-0.407,-0.113,-0.071,-0.06,-0.018,-0.422,-0.006,-0.003,-0.022,-0.138,-0.032,0.04
"chr9-100","chr9",121000001,122000000,"chr9-100",-0.071,-0.227,-0.099,-0.117,-0.079,0.01,-0.334,0.05,0.019,0.015,-0.147,0.003,-0.065
"chr9-101","chr9",122000001,123000000,"chr9-101",-0.094,-0.359,-0.176,-0.007,-0.016,0.005,-0.432,0.003,0.024,-0.064,-0.13,0.004,0.004
"chr9-102","chr9",123000001,124000000,"chr9-102",-0.177,-0.154,-0.162,-0.056,-0.073,-0.086,-0.235,-0.046,-0.011,-0.112,-0.085,-0.12,-0.056
"chr9-103","chr9",124000001,125000000,"chr9-103",-0.169,-0.135,-0.184,-0.08,-0.083,-0.107,-0.2,-0.052,-0.025,-0.127,-0.092,-0.107,-0.031
"chr9-104","chr9",125000001,126000000,"chr9-104",-0.185,-0.236,-0.2,-0.092,-0.094,-0.075,-0.281,-0.059,-0.011,-0.114,-0.146,-0.134,-0.065
"chr9-105","chr9",126000001,127000000,"chr9-105",-0.182,-0.223,-0.209,-0.12,-0.142,-0.091,-0.286,-0.044,-0.041,-0.111,-0.2,-0.164,-0.038
"chr9-106","chr9",127000001,128000000,"chr9-106",-0.262,-0.198,-0.226,-0.131,-0.153,-0.117,-0.197,-0.079,-0.055,-0.186,-0.149,-0.219,-0.047
"chr9-107","chr9",128000001,129000000,"chr9-107",-0.154,-0.165,-0.194,-0.096,-0.121,-0.054,-0.216,-0.027,-0.019,-0.1,-0.107,-0.141,-0.016
"chr9-108","chr9",129000001,130000000,"chr9-108",-0.167,-0.185,-0.26,-0.119,-0.129,-0.114,-0.285,-0.055,-0.033,-0.16,-0.114,-0.15,-0.031
"chr9-109","chr9",130000001,131000000,"chr9-109",-0.301,-0.197,-0.219,-0.158,-0.183,-0.19,-0.156,-0.109,-0.086,-0.229,-0.129,-0.253,-0.054
"chr9-110","chr9",131000001,132000000,"chr9-110",-0.345,-0.166,-0.247,-0.158,-0.2,-0.212,-0.121,-0.142,-0.11,-0.256,-0.12,-0.289,-0.08
"chr9-111","chr9",132000001,133000000,"chr9-111",-0.306,-0.194,-0.239,-0.167,-0.205,-0.171,-0.18,-0.135,-0.089,-0.227,-0.21,-0.282,-0.115
"chr9-112","chr9",133000001,133073060,"chr9-112",-0.241,-0.216,-0.232,-0.049,-0.08,-0.165,-0.191,-0.091,-0.007,-0.121,0.096,-0.113,0.033
"chr9-113","chr9",133223061,134000000,"chr9-113",-0.281,-0.204,-0.246,-0.166,-0.191,-0.421,-0.227,-0.091,-0.077,-0.218,-0.146,-0.255,-0.048
"chr9-114","chr9",134000001,135000000,"chr9-114",-0.24,-0.226,-0.229,-0.186,-0.183,-0.391,-0.272,-0.101,-0.061,-0.17,-0.245,-0.222,-0.084
"chr9-115","chr9",135000001,136000000,"chr9-115",-0.248,-0.225,-0.261,-0.143,-0.145,-0.406,-0.263,-0.083,-0.048,-0.19,-0.163,-0.223,-0.052
"chr9-116","chr9",136000001,137000000,"chr9-116",-0.328,-0.21,-0.266,-0.183,-0.222,-0.458,-0.225,-0.097,-0.094,-0.24,-0.167,-0.271,-0.034
"chr9-117","chr9",137000001,137041193,"chr9-117",-0.326,-0.145,-0.237,-0.2,-0.19,-0.432,-0.198,-0.062,-0.101,-0.299,-0.124,-0.263,-0.026
"chr9-118","chr9",137091194,138000000,"chr9-118",-0.253,-0.226,-0.222,-0.186,-0.204,-0.412,-0.253,-0.047,-0.065,-0.193,-0.175,-0.231,-0.034
"chr9-119","chr9",138000001,139000000,"chr9-119",-0.307,-0.25,-0.298,-0.198,-0.233,-0.443,-0.249,-0.088,-0.095,-0.235,-0.18,-0.302,-0.056
"chr9-120","chr9",139000001,139166997,"chr9-120",-0.363,-0.242,-0.348,-0.223,-0.254,-0.491,-0.193,-0.1,-0.101,-0.316,-0.12,-0.331,-0.016
"chr9-121","chr9",139216998,140000000,"chr9-121",-0.419,-0.239,-0.333,-0.266,-0.293,-0.526,-0.164,-0.145,-0.173,-0.361,-0.196,-0.398,-0.085
"chr9-122","chr9",140000001,141000000,"chr9-122",-0.404,-0.258,-0.319,-0.246,-0.279,-0.501,-0.236,-0.147,-0.163,-0.328,-0.192,-0.38,-0.088
"chr9-123","chr9",141000001,141153431,"chr9-123",-0.261,-0.323,-0.15,-0.273,-0.243,-0.25,-0.237,-0.248,-0.137,-0.12,-0.271,-0.362,-0.083
"chr10-001","chr10",60001,1000000,"chr10-001",-0.013,-0.448,0.137,-0.106,-0.193,0.024,0.121,-0.023,-0.116,-0.017,-0.155,-0.002,-0.014
"chr10-002","chr10",1000001,2000000,"chr10-002",0.015,-0.453,0.104,-0.057,-0.125,0.069,0.049,-0.035,-0.092,-0.009,-0.11,0.028,-0.016
"chr10-003","chr10",2000001,3000000,"chr10-003",0.049,-0.606,0.256,-0.032,-0.142,0.092,0.198,-0.004,-0.071,0.076,-0.113,0.077,0.007
"chr10-004","chr10",3000001,4000000,"chr10-004",0.021,-0.363,0.318,-0.013,-0.102,0.084,0.38,-0.024,-0.072,0.028,-0.072,0.048,-0.013
"chr10-005","chr10",4000001,5000000,"chr10-005",0.122,-0.392,0.446,0.031,-0.055,0.177,0.45,0.057,-0.018,0.146,-0.035,0.139,0.04
"chr10-006","chr10",5000001,6000000,"chr10-006",0.02,-0.42,0.298,-0.033,-0.127,0.098,0.294,-0.037,-0.068,0.025,-0.146,0.01,-0.031
"chr10-007","chr10",6000001,7000000,"chr10-007",-0.065,-0.496,0.271,-0.078,-0.182,0.049,0.272,-0.078,-0.097,-0.028,-0.214,-0.046,-0.079
"chr10-008","chr10",7000001,8000000,"chr10-008",-0.006,-0.538,0.217,-0.056,-0.119,0.084,0.103,-0.059,-0.073,0.028,-0.228,-0.001,-0.041
"chr10-009","chr10",8000001,9000000,"chr10-009",-0.021,-0.465,0.17,-0.029,-0.143,0.056,0.141,-0.032,-0.105,-0.012,-0.082,-0.039,0.009
"chr10-010","chr10",9000001,10000000,"chr10-010",0.074,-0.551,0.357,-0.045,-0.075,0.18,0.131,0.029,-0.071,0.118,-0.145,0.133,-0.016
"chr10-011","chr10",10000001,11000000,"chr10-011",0.053,-0.565,0.302,-0.017,-0.092,0.155,0.204,0.024,-0.085,0.092,-0.173,0.086,-0.001
"chr10-012","chr10",11000001,12000000,"chr10-012",0.018,-0.489,0.261,-0.023,-0.117,0.101,0.166,-0.028,-0.092,0.035,-0.127,0.031,-0.013
"chr10-013","chr10",12000001,13000000,"chr10-013",-0.074,-0.508,0.198,-0.047,-0.157,0.068,0.191,-0.137,-0.12,-0.029,-0.242,-0.06,-0.147
"chr10-014","chr10",13000001,14000000,"chr10-014",-0.027,-0.494,0.206,-0.047,-0.132,0.07,0.175,-0.087,-0.09,-0.002,-0.232,-0.041,-0.109
"chr10-015","chr10",14000001,15000000,"chr10-015",0.031,-0.536,0.286,-0.012,-0.106,0.103,0.198,-0.037,-0.055,0.036,-0.193,0.026,-0.065
"chr10-016","chr10",15000001,16000000,"chr10-016",-0.004,-0.471,0.233,-0.008,-0.114,0.085,0.179,-0.09,-0.105,0.015,-0.094,-0.022,-0.066
"chr10-017","chr10",16000001,17000000,"chr10-017",-0.005,-0.607,0.263,-0.061,-0.142,0.11,0.197,-0.07,-0.098,0.043,-0.237,-0.01,-0.084
"chr10-018","chr10",17000001,17974675,"chr10-018",0.047,-0.532,0.321,-0.012,-0.094,0.141,0.318,-0.028,-0.062,0.054,-0.135,0.053,-0.033
"chr10-019","chr10",18024676,19000000,"chr10-019",0.016,-0.465,0.291,-0.046,-0.143,0.131,0.339,0.005,-0.085,0.028,-0.186,0.03,0.013
"chr10-020","chr10",19000001,20000000,"chr10-020",0.052,-0.727,0.431,-0.102,-0.186,0.152,0.239,0.024,-0.079,0.096,-0.299,0.096,-0.073
"chr10-021","chr10",20000001,21000000,"chr10-021",0.018,-0.553,0.381,-0.026,-0.119,0.138,0.368,0.022,-0.089,0.046,-0.117,0.031,0.018
"chr10-022","chr10",21000001,22000000,"chr10-022",-0.046,-0.55,0.258,-0.034,-0.139,0.082,0.217,-0.05,-0.125,-0.011,-0.1,0.004,-0.048
"chr10-023","chr10",22000001,23000000,"chr10-023",0.04,-0.404,0.307,0.013,-0.081,0.116,0.242,0.037,-0.047,0.056,0.007,0.055,0.046
"chr10-024","chr10",23000001,24000000,"chr10-024",0.003,-0.537,0.225,-0.018,-0.114,0.129,0.157,-0.039,-0.091,0.028,-0.162,-0.018,-0.057
"chr10-025","chr10",24000001,25000000,"chr10-025",0.037,-0.503,0.305,-0.024,-0.122,0.135,0.21,-0.041,-0.06,0.068,-0.208,0.037,-0.073
"chr10-026","chr10",25000001,26000000,"chr10-026",0.029,-0.493,0.265,0.035,-0.067,0.122,0.207,-0.017,-0.054,0.059,-0.067,0.025,-0.027
"chr10-027","chr10",26000001,27000000,"chr10-027",-0.005,-0.528,0.273,-0.035,-0.114,0.111,0.145,-0.015,-0.089,0.033,-0.123,-0.02,-0.01
"chr10-028","chr10",27000001,28000000,"chr10-028",-0.024,-0.531,0.26,-0.038,-0.121,0.11,0.228,-0.079,-0.09,0.016,-0.202,-0.009,-0.075
"chr10-029","chr10",28000001,29000000,"chr10-029",-0.014,-0.5,0.292,-0.025,-0.125,0.079,0.245,-0.065,-0.079,0.035,-0.158,0.027,-0.068
"chr10-030","chr10",29000001,30000000,"chr10-030",0.007,-0.549,0.292,-0.039,-0.122,0.107,0.229,-0.065,-0.068,0.054,-0.245,0.012,-0.087
"chr10-031","chr10",30000001,31000000,"chr10-031",-0.032,-0.492,0.259,-0.038,-0.113,0.059,0.265,-0.076,-0.093,0.009,-0.207,-0.024,-0.072
"chr10-032","chr10",31000001,32000000,"chr10-032",0.055,-0.392,0.309,0.04,-0.051,0.115,0.334,-0.001,-0.034,0.061,-0.026,0.08,0.003
"chr10-033","chr10",32000001,33000000,"chr10-033",-0.007,-0.527,0.495,-0.025,-0.085,0.105,0.847,-0.044,-0.087,0.03,-0.175,0.004,-0.031
"chr10-034","chr10",33000001,34000000,"chr10-034",0.08,-0.49,0.503,0.04,-0.062,0.132,0.847,-0.027,-0.029,0.088,-0.108,0.089,-0.021
"chr10-035","chr10",34000001,35000000,"chr10-035",0.07,-0.55,0.56,-0.03,-0.139,0.157,0.9,0.01,-0.037,0.096,-0.189,0.066,-0.02
"chr10-036","chr10",35000001,36000000,"chr10-036",-0.062,-0.521,0.341,-0.072,-0.144,0.04,0.551,-0.1,-0.102,-0.043,-0.263,-0.061,-0.115
"chr10-037","chr10",36000001,37000000,"chr10-037",0.046,-0.657,0.36,-0.048,-0.138,0.156,0.529,-0.017,-0.062,0.055,-0.225,0.023,-0.066
"chr10-038","chr10",37000001,38000000,"chr10-038",0.058,-0.446,0.338,-0.023,-0.121,0.112,0.427,-0.062,-0.06,0.061,-0.159,0.109,0.004
"chr10-039","chr10",38000001,38818835,"chr10-039",0.033,-0.348,0.336,0.031,-0.052,0.088,0.441,-0.084,-0.031,0.033,-0.125,0.024,-0.039
"chr10-040","chr10",38868836,39154935,"chr10-040",0.128,-0.27,0.222,0.045,-0.092,0.118,0.27,-0.06,-0.048,0.209,0.023,0.101,-0.071
"chr10-041","chr10",42596688,43000000,"chr10-041",-0.043,-0.415,0.131,-0.111,-0.151,0.028,0.09,-0.118,-0.098,-0.034,-0.099,-0.06,-0.095
"chr10-042","chr10",43000001,44000000,"chr10-042",-0.09,-0.413,0.215,-0.075,-0.127,0.01,0.258,-0.116,-0.084,-0.065,-0.106,-0.114,-0.067
"chr10-043","chr10",44000001,45000000,"chr10-043",-0.002,-0.415,0.36,-0.035,-0.094,0.068,0.367,-0.019,-0.017,0.011,-0.072,-0.041,0.018
"chr10-044","chr10",45000001,46000000,"chr10-044",0.052,-0.386,0.34,-0.017,-0.063,0.074,0.333,-0.001,0.001,-0.017,-0.051,0.035,0.055
"chr10-045","chr10",46000001,46426964,"chr10-045",-0.11,-0.477,0.221,-0.139,-0.164,-0.007,0.269,-0.063,-0.089,-0.173,-0.211,-0.203,-0.084
"chr10-046","chr10",46476965,47000000,"chr10-046",0.112,-0.267,0.009,0.072,0.035,0.166,-0.024,0.047,0.027,0.097,0.061,0.08,0.086
"chr10-047","chr10",47000001,47429169,"chr10-047",0.232,-0.329,0.145,0.122,0.078,0.237,-0.051,0.106,0.086,0.2,0.094,0.173,0.126
"chr10-048","chr10",47529170,47792476,"chr10-048",0.108,-0.319,0.345,0.032,-0.039,0.111,0.242,0.006,0.019,0.017,-0.054,0.024,0.011
"chr10-049","chr10",48105708,49095536,"chr10-049",0.078,-0.247,0.052,0.071,-0.012,0.105,0.045,0.022,0.03,-0.033,0.05,0.127,0.068
"chr10-050","chr10",49195537,50000000,"chr10-050",0.05,-0.363,0.088,-0.004,-0.051,0.069,0.055,0.018,-0.007,-0.049,-0.024,0.05,0.06
"chr10-051","chr10",50000001,51137410,"chr10-051",0.042,-0.425,0.085,0.008,-0.044,0.101,0.042,-0.015,-0.007,-0.055,-0.074,0.027,0.024
"chr10-052","chr10",51448846,52000000,"chr10-052",0.017,-0.439,0.221,-0.023,-0.079,0.117,0.218,-0.072,-0.045,-0.025,-0.11,-0.011,-0.063
"chr10-053","chr10",52000001,53000000,"chr10-053",0.086,-0.486,0.161,0.012,-0.047,0.165,0.122,0.023,0.031,0.001,-0.08,0.058,0.05
"chr10-054","chr10",53000001,54000000,"chr10-054",0.177,-0.434,0.258,0.105,0.014,0.27,0.27,0.14,0.108,0.144,0.032,0.194,0.152
"chr10-055","chr10",54000001,55000000,"chr10-055",0.114,-0.396,0.136,0.06,-0.033,0.184,-0.013,0.08,0.035,0.054,0.004,0.098,0.067
"chr10-056","chr10",55000001,56000000,"chr10-056",0.137,-0.557,0.101,-0.044,-0.069,0.241,-0.172,0.097,-0.029,0.081,-0.107,0.074,0.044
"chr10-057","chr10",56000001,57000000,"chr10-057",0.176,-0.457,0.276,0.07,0.038,0.248,-0.082,0.16,0.02,0.146,0.071,0.236,0.162
"chr10-058","chr10",57000001,58000000,"chr10-058",0.196,-0.36,0.178,0.084,-0.007,0.227,0.042,0.02,0,0.122,0.143,0.116,0.044
"chr10-059","chr10",58000001,59000000,"chr10-059",0.111,-0.422,0.151,0.102,0.061,0.169,0.074,-0.016,0.021,0.027,0.005,0.095,-0.062
"chr10-060","chr10",59000001,60000000,"chr10-060",0.164,-0.457,0.187,0.048,0.009,0.241,0.144,0.043,-0.004,0.044,0.023,0.1,0.081
"chr10-061","chr10",60000001,61000000,"chr10-061",0.096,-0.399,0.141,0.056,-0.019,0.135,0.2,0.042,0.008,0.008,0.051,0.055,0.058
"chr10-062","chr10",61000001,62000000,"chr10-062",0.104,-0.51,0.154,0.02,-0.012,0.162,0.118,0.022,0.002,0.02,-0.089,0.042,0.009
"chr10-063","chr10",62000001,63000000,"chr10-063",0.096,-0.432,0.154,0.051,-0.014,0.187,0.182,0.044,0.009,0.017,0.012,0.063,0.04
"chr10-064","chr10",63000001,64000000,"chr10-064",0.19,-0.354,0.255,0.124,0.031,0.198,0.277,0.093,0.071,0.091,0.142,0.17,0.093
"chr10-065","chr10",64000001,65000000,"chr10-065",0.046,-0.448,0.128,0.022,-0.03,0.138,0.116,0.004,-0.003,-0.021,-0.059,0.021,0.013
"chr10-066","chr10",65000001,66000000,"chr10-066",-0.003,-0.452,0.12,-0.027,-0.099,0.115,0.14,-0.023,-0.03,-0.04,-0.075,-0.048,-0.016
"chr10-067","chr10",66000001,67000000,"chr10-067",-0.02,-0.562,0.072,-0.074,-0.152,0.15,-0.099,-0.027,-0.086,0.038,-0.18,-0.1,-0.028
"chr10-068","chr10",67000001,68000000,"chr10-068",0.096,-0.555,0.235,-0.013,-0.043,0.232,0.021,0.079,0.043,0.1,-0.148,0.069,0.072
"chr10-069","chr10",68000001,69000000,"chr10-069",0.226,-0.492,0.285,0.041,0.011,0.294,0.138,0.125,0.057,0.098,0.07,0.13,0.144
"chr10-070","chr10",69000001,70000000,"chr10-070",-0.05,-0.608,0.13,-0.107,-0.15,0.107,0.161,-0.061,-0.043,-0.083,-0.257,-0.134,-0.108
"chr10-071","chr10",70000001,71000000,"chr10-071",-0.121,-0.513,0.075,-0.093,-0.143,0.044,0.128,-0.165,-0.066,-0.12,-0.213,-0.183,-0.139
"chr10-072","chr10",71000001,72000000,"chr10-072",-0.005,-0.353,0.061,0.002,-0.058,0.05,0.095,-0.046,-0.042,-0.088,-0.022,-0.022,-0.014
"chr10-073","chr10",72000001,73000000,"chr10-073",-0.035,-0.362,0.079,-0.026,-0.096,0.042,0.108,-0.036,-0.041,-0.104,-0.076,-0.039,0.01
"chr10-074","chr10",73000001,74000000,"chr10-074",-0.029,-0.371,0.057,-0.049,-0.113,0.035,0.092,-0.056,-0.045,-0.088,-0.086,-0.052,-0.032
"chr10-075","chr10",74000001,75000000,"chr10-075",-0.079,-0.515,0.073,-0.078,-0.118,0.062,0.144,-0.109,-0.035,-0.098,-0.155,-0.121,-0.099
"chr10-076","chr10",75000001,76000000,"chr10-076",-0.056,-0.416,0.072,-0.033,-0.098,0.043,0.138,-0.096,-0.053,-0.097,-0.08,-0.091,-0.071
"chr10-077","chr10",76000001,77000000,"chr10-077",-0.059,-0.486,0.063,-0.06,-0.13,0.029,0.094,-0.391,-0.06,-0.057,-0.115,-0.096,-0.427
"chr10-078","chr10",77000001,78000000,"chr10-078",-0.007,-0.382,0.063,-0.021,-0.07,0.021,0.046,-0.296,-0.053,-0.009,-0.048,0.013,-0.366
"chr10-079","chr10",78000001,79000000,"chr10-079",0.064,-0.496,0.148,0.037,-0.04,0.152,0.136,-0.326,-0.02,0.049,-0.048,0.112,-0.441
"chr10-080","chr10",79000001,80000000,"chr10-080",0.006,-0.398,0.093,-0.003,-0.074,0.069,0.108,-0.366,-0.031,-0.036,-0.102,-0.015,-0.401
"chr10-081","chr10",80000001,81000000,"chr10-081",0.051,-0.279,0.104,0.055,-0.031,0.061,0.123,-0.273,-0.012,-0.024,0.038,0.062,-0.254
"chr10-082","chr10",81000001,82000000,"chr10-082",-0.026,-0.308,0.066,-0.011,-0.071,0.032,0.097,-0.308,-0.05,-0.061,-0.012,-0.021,-0.281
"chr10-083","chr10",82000001,83000000,"chr10-083",-0.033,-0.434,-0.009,-0.045,-0.116,0.043,-0.082,-0.361,-0.037,-0.087,-0.129,-0.045,-0.362
"chr10-084","chr10",83000001,84000000,"chr10-084",0.011,-0.656,0.01,-0.073,-0.129,0.12,-0.231,-0.399,-0.035,-0.019,-0.171,-0.062,-0.455
"chr10-085","chr10",84000001,85000000,"chr10-085",0.064,-0.628,0.103,-0.007,-0.038,0.193,-0.187,-0.347,-0.007,0.044,-0.138,0.081,-0.456
"chr10-086","chr10",85000001,86000000,"chr10-086",0.041,-0.502,0.052,0.029,-0.042,0.115,-0.073,-0.311,0.005,0.008,-0.078,0.063,-0.338
"chr10-087","chr10",86000001,87000000,"chr10-087",-0.002,-0.524,0.036,-0.045,-0.107,0.099,0.015,-0.37,-0.026,-0.024,-0.156,-0.043,-0.422
"chr10-088","chr10",87000001,88000000,"chr10-088",0.112,-0.561,0.061,0.049,-0.045,0.15,-0.16,-0.302,0.005,0.038,-0.109,0.107,-0.3
"chr10-089","chr10",88000001,89000000,"chr10-089",0.032,-0.41,0.038,0.043,-0.148,0.112,0.079,-0.357,-0.053,0.063,-0.13,0.048,-0.351
"chr10-090","chr10",89000001,90000000,"chr10-090",0.03,-0.407,0.129,-0.001,-0.054,0.144,0.131,-0.286,0.012,-0.011,-0.021,0.04,-0.313
"chr10-091","chr10",90000001,91000000,"chr10-091",0.11,-0.437,0.201,0.043,-0.009,0.178,0.204,-0.282,0.038,0.077,0.006,0.103,-0.336
"chr10-092","chr10",91000001,92000000,"chr10-092",0.024,-0.427,0.118,0.005,-0.055,0.138,0.127,-0.353,0.016,-0.001,-0.041,0.021,-0.38
"chr10-093","chr10",92000001,93000000,"chr10-093",0.057,-0.495,0.134,0.017,-0.054,0.166,0.1,-0.309,0.029,0.013,-0.08,0.041,-0.324
"chr10-094","chr10",93000001,94000000,"chr10-094",0,-0.535,0.115,0.013,-0.069,0.117,0.114,-0.339,-0.015,-0.016,-0.095,-0.034,-0.416
"chr10-095","chr10",94000001,95000000,"chr10-095",-0.079,-0.489,0.039,-0.055,-0.109,0.064,0.105,-0.374,-0.05,-0.093,-0.106,-0.113,-0.368
"chr10-096","chr10",95000001,96000000,"chr10-096",0.012,-0.487,0.1,-0.012,-0.047,0.12,0.049,-0.358,-0.011,-0.016,-0.109,-0.006,-0.415
"chr10-097","chr10",96000001,97000000,"chr10-097",-0.018,-0.554,0.056,-0.083,-0.115,0.104,0.012,-0.412,-0.036,-0.012,-0.182,-0.038,-0.448
"chr10-098","chr10",97000001,98000000,"chr10-098",-0.022,-0.444,0.09,-0.005,-0.056,0.093,0.082,-0.359,-0.005,-0.017,-0.127,-0.038,-0.413
"chr10-099","chr10",98000001,99000000,"chr10-099",-0.021,-0.496,0.037,-0.064,-0.108,0.089,-0.03,-0.35,-0.046,-0.028,-0.178,-0.032,-0.385
"chr10-100","chr10",99000001,100000000,"chr10-100",-0.11,-0.386,-0.001,-0.06,-0.121,-0.002,0.04,-0.394,-0.085,-0.138,-0.101,-0.139,-0.368
"chr10-101","chr10",100000001,101000000,"chr10-101",0.033,-0.32,0.112,0.023,-0.033,0.117,0.108,-0.289,-0.009,-0.02,-0.027,0.015,-0.275
"chr10-102","chr10",101000001,102000000,"chr10-102",-0.028,-0.478,0.053,-0.042,-0.081,0.102,0.041,-0.394,-0.032,-0.059,-0.178,-0.061,-0.428
"chr10-103","chr10",102000001,103000000,"chr10-103",-0.065,-0.413,-0.015,-0.03,-0.086,0.022,0.054,-0.376,-0.052,-0.111,-0.033,-0.082,-0.345
"chr10-104","chr10",103000001,104000000,"chr10-104",-0.091,-0.431,0.016,-0.045,-0.122,0.015,0.064,-0.382,-0.052,-0.113,-0.083,-0.102,-0.363
"chr10-105","chr10",104000001,105000000,"chr10-105",-0.098,-0.403,0.039,-0.075,-0.114,0.016,0.077,-0.402,-0.049,-0.12,-0.131,-0.13,-0.379
"chr10-106","chr10",105000001,106000000,"chr10-106",-0.071,-0.376,0.025,-0.054,-0.103,0.021,0.058,-0.353,-0.059,-0.094,-0.082,-0.073,-0.352
"chr10-107","chr10",106000001,107000000,"chr10-107",0.034,-0.371,0.078,0.059,-0.009,0.074,0.038,-0.351,0.003,-0.048,0.068,0.042,-0.324
"chr10-108","chr10",107000001,108000000,"chr10-108",0.091,-0.658,0.027,-0.012,-0.062,0.242,-0.23,-0.358,-0.006,0.102,-0.217,0.079,-0.434
"chr10-109","chr10",108000001,109000000,"chr10-109",0.093,-0.599,0.061,-0.028,-0.061,0.179,-0.269,-0.343,-0.005,0.034,-0.163,0.012,-0.48
"chr10-110","chr10",109000001,110000000,"chr10-110",0.129,-0.536,0.147,0.029,-0.044,0.228,-0.134,-0.308,0.015,0.104,-0.064,0.064,-0.362
"chr10-111","chr10",110000001,111000000,"chr10-111",0.085,-0.459,0.163,0.024,0.008,0.19,-0.043,-0.268,0.046,0.076,0.042,0.093,-0.331
"chr10-112","chr10",111000001,112000000,"chr10-112",0.031,-0.445,0.062,-0.024,-0.03,0.093,0.037,-0.376,-0.015,-0.023,-0.082,0.002,-0.402
"chr10-113","chr10",112000001,113000000,"chr10-113",0.008,-0.359,0.078,0.012,-0.055,0.091,0.086,-0.353,-0.009,-0.023,-0.018,-0.005,-0.371
"chr10-114","chr10",113000001,114000000,"chr10-114",0.112,-0.5,0.124,0.04,-0.035,0.18,0.013,-0.352,-0.007,0.037,-0.058,0.057,-0.343
"chr10-115","chr10",114000001,115000000,"chr10-115",0.023,-0.459,0.094,-0.032,-0.087,0.113,0.066,-0.353,-0.015,0.006,-0.134,0.014,-0.409
"chr10-116","chr10",115000001,116000000,"chr10-116",-0.013,-0.502,0.07,-0.028,-0.074,0.095,0.012,-0.367,-0.035,-0.026,-0.13,-0.032,-0.404
"chr10-117","chr10",116000001,117000000,"chr10-117",-0.011,-0.464,0.04,-0.029,-0.069,0.094,0.011,-0.357,-0.031,-0.031,-0.106,-0.027,-0.412
